,date,daily_evap_mm,daily_evap_m3,sam_et_m3H2O,typha_et_m3H2O,sacstab_et_m3H2O,scal_et_m3H2O,allspp_et_m3H2O
1,7/1/11,0,0,2329.09095,4920.492896,3858.600163,76.60672888,11184.79074
2,7/2/11,0,0,2407.523989,5065.201662,3994.448597,83.23420085,11550.40845
3,7/3/11,0,0,2368.455236,4970.118505,3935.552756,86.31297257,11360.43947
4,7/4/11,0,0,2089.726715,4425.044056,3477.732455,82.06977268,10074.573
5,7/5/11,0,0,2151.385953,4516.48167,3585.941585,87.76348649,10341.57269
6,7/6/11,0,0,1926.466114,4073.267804,3216.154411,84.16579762,9300.054127
7,7/7/11,0,0,2153.237181,4482.167506,3600.566149,96.03466882,10332.00551
8,7/8/11,0,0,2208.828758,4569.409476,3699.623326,102.4068266,10580.26839
9,7/9/11,0,0,2166.222273,4472.05733,3634.364798,105.2100894,10377.85449
10,7/10/11,0,0,1934.775713,4026.765909,3251.622021,100.4021056,9313.565748
11,7/11/11,0,0,1889.494272,3917.617646,3181.070005,102.2760987,9090.458021
12,7/12/11,0,0,1997.200922,4095.680072,3368.389698,110.9873973,9572.258089
13,7/13/11,0,0,1966.50725,4010.875184,3322.646894,113.4861145,9413.515442
14,7/14/11,0,0,1789.789716,3665.047559,3029.662859,109.2429457,8593.74308
15,7/15/11,0,0,1786.055043,3640.905068,3029.052842,113.1904183,8569.20337
16,7/16/11,0,0,1850.294363,3741.851678,3144.047509,120.8100955,8857.003646
17,7/17/11,0,0,1969.682139,3939.552581,3353.49559,131.6345369,9394.364847
18,7/18/11,0,0,2003.873474,3985.718841,3418.556735,138.531623,9546.680673
19,7/19/11,0,0,1905.681655,3787.204044,3257.70599,137.668888,9088.260577
20,7/20/11,0,0,1991.81248,3919.753219,3412.068403,147.5536906,9471.187793
21,7/21/11,0,0,1893.139599,3720.389692,3249.967175,146.3426062,9009.839071
22,7/22/11,0,0,1835.75915,3596.555786,3158.341046,147.5206933,8738.176675
23,7/23/11,0,0,1774.786805,3467.795499,3060.251273,148.3531239,8451.1867
24,7/24/11,0,0,1688.73554,3297.936727,2918.511298,147.4354563,8052.619021
25,7/25/11,0,0,1379.329591,2756.632601,2389.343591,131.5821586,6656.887942
26,7/26/11,0,0,1722.870641,3313.933388,2991.553419,159.478285,8187.835733
27,7/27/11,0,0,1680.831154,3217.093442,2925.669199,161.1226958,7984.716491
28,7/28/11,0,0,1690.154959,3214.891128,2949.232467,167.2279554,8021.50651
29,7/29/11,0,0,1591.700441,3035.162403,2784.519964,165.3496912,7576.732499
30,7/30/11,0,0,1653.787581,3110.826686,2900.689889,174.9574989,7840.261654
31,7/31/11,0,0,1566.070844,2942.081178,2754.181445,172.8687663,7435.202232
32,8/1/11,0,0,1602.420133,2996.920853,2818.107376,175.4156542,7592.864016
33,8/2/11,0,0,1719.4618,3170.466999,3032.223568,191.317687,8113.470054
34,8/3/11,0,0,1730.72167,3161.788068,3060.64152,197.8752603,8151.026518
35,8/4/11,0,0,1608.120017,2933.877244,2852.005266,192.0625916,7586.065118
36,8/5/11,0,0,1641.302842,2963.37149,2919.432496,201.0292803,7725.136107
37,8/6/11,0,0,1576.457129,2831.070984,2812.562261,200.2182655,7420.308639
38,8/7/11,0,0,1565.878513,2788.144972,2802.347431,204.9359472,7361.306864
39,8/8/11,0,0,1440.925969,2565.653402,2586.928962,197.775085,6791.283419
40,8/9/11,0,0,1389.259631,2470.049569,2502.312547,199.2022788,6560.824026
41,8/10/11,0,0,1467.158865,2554.513997,2651.480457,212.1464705,6885.29979
42,8/11/11,0,0,1308.932206,2285.037789,2373.673539,199.8978723,6167.541407
43,8/12/11,0,0,1220.53923,2132.821187,2221.207611,196.0796777,5770.647706
44,8/13/11,0,0,1235.996428,2133.893033,2257.516611,203.8682043,5831.274275
45,8/14/11,0,0,1416.71264,2367.885401,2597.265906,231.0218083,6612.885755
46,8/15/11,0,0,1324.712337,2203.062895,2437.943528,225.4455803,6191.164341
47,8/16/11,0,0,1290.053504,2123.345709,2383.558137,226.9305666,6023.887917
48,8/17/11,0,0,1345.419278,2176.409843,2495.987212,241.3682545,6259.184587
49,8/18/11,0,0,1290.282226,2068.436109,2403.749033,240.3622714,6002.82964
50,8/19/11,0,0,1191.908189,1897.447981,2230.089861,231.93719,5551.383221
51,8/20/11,0,0,1204.67416,1885.655331,2264.030918,240.294221,5594.65463
52,8/21/11,0,0,1184.518991,1830.619048,2236.396427,244.4246724,5495.959139
53,8/22/11,0,0,1243.526212,1879.193982,2358.953877,260.9061274,5742.580199
54,8/23/11,0,0,1217.957068,1814.17583,2321.780185,264.3936933,5618.306776
55,8/24/11,0,0,1218.599324,1781.971981,2334.774167,272.0886486,5607.434121
56,8/25/11,0,0,1195.007676,1721.400851,2301.565017,276.6878147,5494.661359
57,8/26/11,0,0,1161.68659,1643.910362,2249.508979,278.258719,5333.364651
58,8/27/11,0,0,1097.218585,1526.615522,2136.583128,273.1361991,5033.553434
59,8/28/11,0,0,1023.475947,1401.053338,2004.556162,265.8139501,4694.899397
60,8/29/11,0,0,1025.476943,1369.888124,2020.557451,274.0224684,4689.944987
61,8/30/11,0,0,1028.994649,1340.371816,2040.135239,283.3000427,4692.801747
62,8/31/11,0,0,1027.947258,1302.78824,2051.249444,291.4533645,4673.438307
63,9/1/11,0,0,1016.764766,1272.09289,2035.676781,293.4216841,4617.956122
64,9/2/11,0,0,835.2993724,1077.455323,1678.438178,257.2684313,3848.461304
65,9/3/11,0,0,900.5818289,1149.558076,1816.219719,273.6574284,4140.017052
66,9/4/11,0,0,927.722354,1186.418443,1877.813481,284.3150325,4276.269311
67,9/5/11,0,0,948.5141162,1216.154236,1926.968997,293.585116,4385.222465
68,9/6/11,0,0,900.7460099,1164.248501,1836.695265,284.9479798,4186.637756
69,9/7/11,0,0,907.4421797,1176.033611,1857.226824,290.0738476,4230.776462
70,9/8/11,0,0,912.034147,1186.0047,1873.595211,294.9483354,4266.582393
71,9/9/11,0,0,773.6552319,1036.20061,1595.285213,266.041856,3671.182911
72,9/10/11,0,0,752.0364293,1008.57199,1556.551665,261.1037985,3578.263883
73,9/11/11,0,0,689.2548766,941.3301817,1432.00966,248.9329825,3311.527701
74,9/12/11,0,0,702.9470912,963.1771631,1466.013239,256.5021501,3388.639643
75,9/13/11,0,0,628.3719985,877.2282879,1315.494429,238.9508054,3060.045521
76,9/14/11,0,0,648.4542122,901.4329311,1362.750311,245.9871548,3158.624609
77,9/15/11,0,0,686.7674622,950.0464202,1448.836529,259.2440369,3344.894448
78,9/16/11,0,0,686.0285727,955.0937155,1452.889445,263.1110849,3357.122819
79,9/17/11,0,0,708.7323805,983.6859422,1506.82003,271.5601495,3470.798503
80,9/18/11,0,0,705.3013589,983.5803727,1505.395809,273.8608217,3468.138362
81,9/19/11,0,0,708.8879069,991.6811525,1519.002963,278.0550876,3497.627111
82,9/20/11,0,0,700.8322966,985.6389291,1507.677676,278.868744,3473.017645
83,9/21/11,0,0,716.1664766,1009.530577,1546.785437,287.213058,3559.695548
84,9/22/11,0,0,745.6648415,1050.708067,1616.924951,299.8082033,3713.106063
85,9/23/11,0,0,752.0829673,1063.18056,1637.384051,305.3651733,3758.012751
86,9/24/11,0,0,718.185647,1028.542392,1569.888122,299.8852336,3616.501395
87,9/25/11,0,0,716.390164,1027.618729,1572.307286,301.3943798,3617.710559
88,9/26/11,0,0,662.1017071,962.6007603,1459.073199,287.079369,3370.855036
89,9/27/11,0,0,681.992518,992.6201696,1509.055987,297.1964863,3480.865161
90,9/28/11,0,0,659.953959,969.4088145,1466.295973,293.6782721,3389.337018
91,9/29/11,0,0,693.7511817,1016.881149,1547.757699,308.3198507,3566.709881
92,9/30/11,0,0,698.6287825,1029.606157,1565.114089,314.5049625,3607.853991
93,10/1/11,0,0,625.8960864,943.5326924,1408.027683,294.995478,3272.45194
94,10/2/11,0,0,674.9575264,1006.260416,1524.769017,312.7391178,3518.726077
95,10/3/11,0,0,667.3853811,1002.999384,1514.022305,314.7444996,3499.151569
96,10/4/11,0,0,497.5813051,787.8173583,1133.59262,259.7665585,2678.757842
97,10/5/11,0,0,427.1728751,692.759964,977.3350727,234.5207385,2331.78865
98,10/6/11,0,0,400.881056,660.9247532,921.110626,227.5589725,2210.475408
99,10/7/11,0,0,327.2487899,562.2033805,755.1625132,201.1639603,1845.778644
100,10/8/11,0,0,350.8638963,596.6698184,813.1617406,212.3503759,1973.045831
101,10/9/11,0,0,405.1451284,672.9103479,943.0497789,235.4095578,2256.514813
102,10/10/11,0,0,420.789034,697.0750669,983.7485559,243.9466949,2345.559352
103,10/11/11,0,0,432.6539297,716.4568407,1015.935412,251.24916,2416.295342
104,10/12/11,0,0,508.9199252,824.4526357,1200.302759,284.0657109,2817.741031
105,10/13/11,0,0,545.2021725,878.371374,1291.591218,301.6777636,3016.842528
106,10/14/11,0,0,510.2565187,834.0715676,1214.206568,290.9280854,2849.46274
107,10/15/11,0,0,532.2155306,868.6888034,1272.150599,303.1344557,2976.189389
108,10/16/11,0,0,518.8315296,854.0653075,1245.761408,300.9381996,2919.596445
109,10/17/11,0,0,523.5348668,864.6520116,1262.764372,306.1397672,2957.091017
110,10/18/11,0,0,537.0781421,887.7865665,1301.347135,315.112068,3041.323912
111,10/19/11,0,0,498.6528927,837.1704744,1213.790918,301.9858145,2851.600099
112,10/20/11,0,0,468.4830205,798.1134516,1145.619113,292.2345442,2704.450129
113,10/21/11,0,0,473.5142824,810.5248371,1163.299235,298.3455687,2745.683923
114,10/22/11,0,0,508.4940589,863.9663429,1255.068502,316.4519465,2943.980851
115,10/23/11,0,0,473.3373777,816.6872721,1173.78046,303.8603562,2767.665467
116,10/24/11,0,0,407.4587666,728.9075803,1015.186251,279.8357461,2431.388344
117,10/25/11,0,0,454.8303319,799.5488365,1138.594404,303.0823522,2696.055924
118,10/26/11,0,0,371.0770014,677.6310169,933.3680455,266.1523337,2248.228398
119,10/27/11,0,0,309.673731,588.6226163,782.6621733,239.4338687,1920.392389
120,10/28/11,0,0,325.2915623,614.9626053,826.1060716,249.4383579,2015.798597
121,10/29/11,0,0,365.1370435,678.1366663,931.8028311,271.3887549,2246.465296
122,10/30/11,0,0,350.2834803,658.4485489,898.2663046,266.6198703,2173.618204
123,10/31/11,0,0,365.7281271,685.1515017,942.4828924,276.9796556,2270.342177
124,11/1/11,0,0,325.9593365,627.0149699,842.0696963,259.1609847,2054.204987
125,11/2/11,0,0,305.4203593,591.3055153,787.8821378,247.1858217,1931.793834
126,11/3/11,0,0,258.2674609,517.8782576,665.2767809,223.501021,1664.92352
127,11/4/11,0,0,260.4600048,521.2099527,669.9365236,225.3984422,1677.004923
128,11/5/11,0,0,129.8413922,320.2547958,333.4694343,158.8247397,942.3903621
129,11/6/11,0,0,132.0594988,321.9213235,338.6513959,159.3521892,951.9844075
130,11/7/11,0,0,94.97479419,264.7818588,243.1766169,140.4113717,743.3446416
131,11/8/11,0,0,111.7090271,286.69282,285.5759166,147.1859326,831.1636962
132,11/9/11,0,0,178.2716385,383.3515774,455.0140586,179.1946331,1195.831908
133,11/10/11,0,0,213.1373973,434.0248359,543.1260146,196.5129225,1386.80117
134,11/11/11,0,0,202.1992042,420.2067822,514.4079319,193.3144586,1330.128377
135,11/12/11,0,0,203.2407522,415.6623671,516.1963005,190.7690953,1325.868515
136,11/13/11,0,0,176.2784344,376.5185191,446.9588026,178.4050395,1178.160796
137,11/14/11,0,0,185.8996535,384.4763607,470.5428266,180.0193243,1220.938165
138,11/15/11,0,0,176.8616304,368.7305136,446.8834015,174.6276259,1167.103171
139,11/16/11,0,0,193.2864991,390.0115448,487.5168093,181.8801246,1252.694978
140,11/17/11,0,0,209.9354544,411.1457003,528.5529199,189.0692314,1338.703306
141,11/18/11,0,0,182.0979246,369.2676532,457.6243311,174.955103,1183.945012
142,11/19/11,0,0,182.3883013,367.7129553,457.4977784,174.6141028,1182.213138
143,11/20/11,0,0,161.2821937,335.993498,403.7871185,163.9127277,1064.975538
144,11/21/11,0,0,167.5809172,342.1643578,418.7457349,165.9743925,1094.465402
145,11/22/11,0,0,151.1155008,315.7490955,376.8599952,156.5585676,1000.283159
146,11/23/11,0,0,192.9604543,371.4619945,480.2523909,175.9254902,1220.60033
147,11/24/11,0,0,85.95663735,225.9837068,213.4988051,126.7763572,652.2155065
148,11/25/11,0,0,167.0278238,330.7492585,414.0033528,161.9470345,1073.72747
149,11/26/11,0,0,173.4647158,336.7555656,429.0510361,164.0400835,1103.311401
150,11/27/11,0,0,162.9314125,319.6039971,402.1320805,157.9897811,1042.657271
151,11/28/11,0,0,135.3347702,279.9985952,333.2899673,144.0822905,892.7056232
152,11/29/11,0,0,93.6620749,223.4655484,230.1483997,124.5313805,671.8074035
153,11/30/11,0,0,114.4921161,247.213386,280.6939077,132.3342916,774.7337015
154,12/1/11,0,0,24.77322319,130.2980458,60.59468166,91.70555765,307.3715083
155,12/2/11,0,0,48.38133634,155.8269849,118.0606787,99.43180508,421.7008051
156,12/3/11,0,0,7.623792968,103.5527973,18.55898456,81.24500382,210.9805786
157,12/4/11,0,0,NA,81.91756896,NA,71.94114954,136.5039457
158,12/5/11,0,0,NA,66.53936843,NA,66.41700064,75.27269804
159,12/6/11,0,0,NA,61.80530959,NA,63.88317404,62.78087395
160,12/7/11,0,0,NA,57.29704635,NA,62.1966691,45.47534767
161,12/8/11,0,0,NA,74.52526626,NA,68.17505892,119.1835767
162,12/9/11,0,0,21.76769505,109.4666022,52.17729437,81.02191353,264.4335051
163,12/10/11,0,0,74.30363768,174.3443849,177.6148512,105.5059563,531.7688301
164,12/11/11,0,0,62.79722296,158.0195606,149.6872016,99.28614767,469.7901328
165,12/12/11,0,0,17.93872444,105.7143395,42.63683536,80.92821056,247.2181098
166,12/13/11,0,0,7.928112936,91.10306879,18.78822336,74.87398556,192.6933906
167,12/14/11,0,0,24.87051433,107.812133,58.76186575,80.31886659,271.7633797
168,12/15/11,0,0,26.96708516,106.992971,63.52011454,79.26114126,276.741312
169,12/16/11,0,0,92.54486719,184.0943434,217.3034611,109.4772312,603.4199029
170,12/17/11,0,0,82.25097051,172.1992849,192.513847,105.7660719,552.7301744
171,12/18/11,0,0,24.61334509,101.5565042,57.42047414,77.48076583,261.0710892
172,12/19/11,0,0,45.1150256,122.0747971,104.8962606,84.98624588,357.0723292
173,12/20/11,0,0,60.82030596,139.169369,140.9277121,92.14224818,433.0596352
174,12/21/11,0,0,48.46500623,121.9848768,111.9051889,84.79770913,367.152781
175,12/22/11,0,0,4.18657035,70.63940007,9.632042693,63.91092444,148.3689376
176,12/23/11,0,0,22.04985209,88.34967078,50.54361907,70.75451885,231.6976608
177,12/24/11,0,0,7.774482239,70.75699487,17.75390961,63.23193873,159.5173254
178,12/25/11,0,0,25.26436975,88.51711203,57.47151645,70.58555142,241.8385497
179,12/26/11,0,0,25.06845295,86.6932921,56.8004338,69.75259376,238.3147726
180,12/27/11,0,0,20.81233812,80.50283108,46.96578733,67.03488609,215.3158426
181,12/28/11,0,0,27.02577488,85.47772164,60.73380834,69.12867963,242.3659845
182,12/29/11,0,0,52.12630851,110.1666531,116.6417981,80.0042696,358.9390293
183,12/30/11,0,0,72.89510536,129.5290927,162.402188,88.7048888,453.5312749
184,12/31/11,0,0,84.70614565,139.1759688,187.8685759,93.25795874,505.0086491
185,1/1/12,0,0,110.8219516,164.1783337,245.2269939,104.6596454,624.8869246
186,1/2/12,0,0,146.9348414,201.0784834,327.0528863,121.5599613,796.6261724
187,1/3/12,0,0,110.337031,164.8040947,247.0652349,105.547665,627.7540256
188,1/4/12,0,0,96.19632527,149.9079214,216.7173756,98.67377561,561.4953978
189,1/5/12,0,0,100.8015463,155.0572846,228.5054105,101.2740067,585.6382481
190,1/6/12,0,0,67.12607038,120.1834218,153.1317103,85.34429136,425.7854938
191,1/7/12,0,0,65.83144701,118.9155601,151.1485527,84.88915356,420.7847134
192,1/8/12,0,0,72.26218782,125.7110684,167.0059725,88.1512866,453.1305154
193,1/9/12,0,0,64.42449214,117.6800928,149.8916527,84.60651169,416.6027493
194,1/10/12,0,0,41.8404606,93.60022053,98.01338316,73.42708683,306.8811511
195,1/11/12,0,0,29.63507326,80.92901526,69.90626513,67.75462838,248.224982
196,1/12/12,0,0,18.57029302,70.15351014,44.11746519,63.27100455,196.1122729
197,1/13/12,0,0,39.36808515,90.48291052,94.20636214,72.10276112,296.1601189
198,1/14/12,0,0,42.48300359,94.84785564,102.4140999,74.68214557,314.4271047
199,1/15/12,0,0,46.55694285,101.1181828,113.084773,78.52303617,339.2829348
200,1/16/12,0,0,73.19087908,128.4987589,179.1515238,90.86053678,471.7016986
201,1/17/12,0,0,55.73135049,108.8014742,137.4921791,81.36811551,383.3931194
202,1/18/12,0,0,48.21327093,100.5241665,119.9039039,77.52932575,346.1706671
203,1/19/12,0,0,46.74225037,98.715022,117.2034961,76.68439001,339.3451584
204,1/20/12,0,0,44.48456911,96.46179801,112.4820215,75.81573734,329.2441259
205,1/21/12,0,0,48.09777337,102.0396791,122.6655987,79.24362278,352.0466739
206,1/22/12,0,0,47.53103111,100.7011056,122.2878586,78.38596281,348.905958
207,1/23/12,0,0,18.01087698,66.79980888,46.75590891,62.00301668,193.5696115
208,1/24/12,0,0,56.97998522,111.2445226,149.2828637,83.52455076,401.0319223
209,1/25/12,0,0,73.91835398,131.5135668,195.4878168,93.73298025,494.6527178
210,1/26/12,0,0,58.7238114,113.6845046,156.8045885,85.01043292,414.2233375
211,1/27/12,0,0,45.23544218,99.08153454,121.9836321,78.47309423,344.7737031
212,1/28/12,0,0,94.88652463,158.4909106,258.4701786,107.9920302,619.839644
213,1/29/12,0,0,82.56613832,144.003184,227.2480661,100.9088518,554.7262401
214,1/30/12,0,0,66.65915489,124.8085299,185.4231107,91.37030767,468.2611032
215,1/31/12,0,0,67.75388234,126.9470987,190.5294981,92.80538359,478.0358627
216,2/1/12,0,0,53.46578639,109.281586,150.3501954,83.89646736,396.9940351
217,2/2/12,0,0,49.21818232,103.5059345,139.9589336,80.78373575,373.4667862
218,2/3/12,0,0,45.81513576,99.56746398,131.7829636,78.97239036,356.1379537
219,2/4/12,0,0,53.38542556,109.6579648,155.3752918,84.36856534,402.7872475
220,2/5/12,0,0,47.08864669,101.8368531,138.7151717,80.48865026,368.1293218
221,2/6/12,0,0,48.21484093,104.4532977,143.8079007,82.39017384,378.8662131
222,2/7/12,0,0,61.69777727,123.2617783,186.3880725,92.63709094,463.9847191
223,2/8/12,0,0,69.16195277,134.6308066,211.7004551,99.17399018,514.6672046
224,2/9/12,0,0,81.32451959,150.7643915,252.3183488,107.3870331,591.7942931
225,2/10/12,0,0,80.30533405,150.3483774,252.6500147,107.455481,590.7592071
226,2/11/12,0,0,79.33717913,150.1659923,253.2110529,107.7175093,590.4317335
227,2/12/12,0,0,68.86702634,136.4466353,223.0697629,100.6765251,529.0599496
228,2/13/12,0,0,56.1730989,119.2446367,184.7496089,91.71512051,451.882465
229,2/14/12,0,0,31.37943524,84.09664108,104.8428587,73.00970011,293.3286351
230,2/15/12,0,0,26.19638626,75.6416543,88.96062625,68.01741537,258.8160822
231,2/16/12,0,0,43.06017892,101.5028752,148.7069626,82.46075439,375.7307712
232,2/17/12,0,0,49.67700461,112.6080319,174.5658793,88.95737107,425.8082868
233,2/18/12,0,0,45.50424545,106.9322869,162.8051105,86.02014515,401.2617879
234,2/19/12,0,0,39.23661552,98.08959498,143.0206925,81.43664606,361.7835491
235,2/20/12,0,0,45.30154669,108.6917533,168.3477681,87.65405136,409.9951194
236,2/21/12,0,0,48.05090764,114.043819,182.1783942,90.86054181,435.1336627
237,2/22/12,0,0,50.37252237,119.4244367,194.995089,94.37339146,459.1654395
238,2/23/12,0,0,55.55458094,129.9160002,219.7556068,100.8410091,506.067197
239,2/24/12,0,0,63.94017509,146.3882192,258.6801827,110.7855945,579.7941714
240,2/25/12,0,0,57.66240405,137.1655311,238.8122129,105.8092518,539.4493999
241,2/26/12,0,0,53.86791408,132.2029996,228.6137338,103.298892,517.9835394
242,2/27/12,0,0,54.35726208,135.256768,236.6485042,105.5566736,531.8192078
243,2/28/12,0,0,26.25731378,83.05163022,117.4008871,74.85965571,301.5694868
244,2/29/12,0,0,28.15396926,87.56281609,129.4421286,77.66418237,322.8230963
245,3/1/12,0,0,30.98796026,96.94461894,153.7019871,84.08012591,365.7146922
246,3/2/12,0,0,37.73775296,116.1478331,179.1560028,91.83857101,424.8801598
247,3/3/12,0,0,37.05381079,119.112028,168.9405893,90.15307216,415.2595003
248,3/4/12,0,0,56.50454591,168.2264764,248.1583776,112.6605161,585.549916
249,3/5/12,0,0,59.51437211,181.3537328,252.4417979,116.0548052,609.3647079
250,3/6/12,0,0,75.14902328,222.1826228,308.5887114,131.4413213,737.3616788
251,3/7/12,0,0,39.21232287,140.9513188,156.2113808,91.250103,427.6251255
252,3/8/12,0,0,49.06465084,168.3876831,189.9836635,101.2007885,508.636786
253,3/9/12,0,0,66.5308247,215.4384145,250.8258951,118.984816,651.7799503
254,3/10/12,0,0,74.95408972,240.5844098,275.5637065,126.8096418,717.9118478
255,3/11/12,0,0,73.36997581,241.6009258,263.4129339,125.0474061,703.4312417
256,3/12/12,0,0,88.4132398,282.8484278,310.377131,138.3816049,820.0204035
257,3/13/12,0,0,99.03345484,314.0228344,340.3476283,147.6198646,901.0237822
258,3/14/12,0,0,100.5955647,322.4596019,338.8137817,148.334819,910.2037673
259,3/15/12,0,0,109.4887381,349.8071681,361.7670955,155.8718224,976.934824
260,3/16/12,0,0,120.4730183,382.7051423,390.8674872,165.1063223,1059.15197
261,3/17/12,0,0,105.6886573,352.5284942,336.9933033,153.8003117,949.0107665
262,3/18/12,0,0,21.00403532,136.518421,65.87110514,80.56110719,303.9546686
263,3/19/12,0,0,35.66841999,173.3448451,110.1025493,90.89763245,410.0134469
264,3/20/12,0,0,64.40698163,251.2222995,195.8248425,115.0589252,626.5130487
265,3/21/12,0,0,97.08341523,341.5027404,290.9252012,142.7241862,872.235543
266,3/22/12,0,0,136.3463668,449.7799017,402.9427145,175.0766371,1164.14562
267,3/23/12,0,0,161.5735548,521.3504872,471.1713548,195.3198306,1349.415227
268,3/24/12,0,0,163.7800762,533.5611384,471.5294221,197.722583,1366.59322
269,3/25/12,0,0,151.8719816,508.3538157,431.8976964,189.2106121,1281.334106
270,3/26/12,0,0,138.3742739,470.9174782,388.8818596,175.479842,1173.653454
271,3/27/12,0,0,158.3439647,528.8192774,439.9616182,190.9407776,1318.065638
272,3/28/12,0,0,175.5368475,579.3748957,482.4069044,203.9714214,1441.290069
273,3/29/12,0,0,194.8161394,635.8949529,529.7525706,218.4552906,1578.918954
274,3/30/12,0,0,208.8238587,678.3303509,562.0731919,228.7756163,1678.003018
275,3/31/12,0,0,237.0388583,759.4549818,631.7569251,249.5030384,1877.753804
276,4/1/12,0,0,173.9020209,586.3222293,463.4843704,201.7823076,1425.490928
277,4/2/12,0,0,157.4496905,543.5413154,415.6569896,188.6121986,1305.260194
278,4/3/12,0,0,178.4349021,605.1973465,466.7384376,204.3198853,1454.690571
279,4/4/12,0,0,195.1485434,656.2258214,505.9298592,217.1485012,1574.452725
280,4/5/12,0,0,209.2546616,700.7693319,537.8431875,228.2006198,1676.067801
281,4/6/12,0,0,218.2205212,726.4478332,556.2242518,233.0763278,1733.968934
282,4/7/12,0,0,229.3222935,760.4726823,579.8117892,240.6206555,1810.227421
283,4/8/12,0,0,245.6419519,813.9318475,616.2218482,254.1786587,1929.974306
284,4/9/12,0,0,290.0999631,938.5152616,722.2348193,284.0836482,2234.933692
285,4/10/12,0,0,292.6118177,951.2352609,723.130323,286.2814789,2253.25888
286,4/11/12,0,0,213.1233453,736.9086679,522.9294553,231.9116416,1704.87311
287,4/12/12,0,0,208.2419018,720.7139052,507.4074958,225.6703668,1662.03367
288,4/13/12,0,0,234.9832788,800.2807842,568.7060389,244.8171766,1848.787279
289,4/14/12,0,0,118.1331557,481.6209503,284.0315739,166.8508544,1050.636534
290,4/15/12,0,0,199.4716701,705.4728223,476.5388965,219.5171348,1601.000524
291,4/16/12,0,0,263.6196401,889.4103708,625.8818439,263.4858258,2042.397681
292,4/17/12,0,0,313.5507736,1033.563059,739.9323445,297.296897,2384.343074
293,4/18/12,0,0,339.7708583,1111.63225,797.0930083,315.0065749,2563.502691
294,4/19/12,0,0,368.3693346,1196.865904,859.2341592,334.3045202,2758.773918
295,4/20/12,0,0,402.9986843,1297.863342,934.7613497,356.8408325,2992.464209
296,4/21/12,0,0,426.137869,1367.102548,983.0547523,371.8139691,3148.109138
297,4/22/12,0,0,450.3988162,1439.768091,1033.509205,387.489845,3311.165957
298,4/23/12,0,0,454.7274598,1458.882042,1038.041413,391.1791747,3342.83009
299,4/24/12,0,0,403.6776784,1313.691475,916.8523078,355.4938976,2989.715358
300,4/25/12,0,0,342.333712,1159.993265,773.6922058,322.4925994,2598.511782
301,4/26/12,0,0,322.1783601,1100.194136,724.6356243,306.7721497,2453.780271
302,4/27/12,0,0,357.7339189,1194.521879,800.8242994,325.4360496,2678.516147
303,4/28/12,0,0,413.2106217,1355.79736,920.7669645,361.0779245,3050.85287
304,4/29/12,0,0,445.0311025,1450.187833,987.2233655,381.4096221,3263.851923
305,4/30/12,0,0,460.5814551,1499.114457,1017.237659,391.5584426,3368.492014
306,5/1/12,0,0,467.5563857,1524.573154,1026.043591,395.7499496,3413.92308
307,5/2/12,0,0,469.9214098,1521.538366,1025.990276,389.9593183,3407.40937
308,5/3/12,0,0,485.791394,1557.41335,1055.480521,392.8624907,3491.547755
309,5/4/12,0,0,516.384626,1633.847291,1116.724751,404.2929206,3671.249588
310,5/5/12,0,0,520.2535403,1637.280236,1120.068825,400.3837355,3677.986336
311,5/6/12,0,0,516.9909299,1619.868653,1108.277793,391.9814968,3637.118873
312,5/7/12,0,0,499.9508654,1564.919551,1067.34182,376.034105,3508.246341
313,5/8/12,0,0,523.6455151,1623.419741,1113.510066,383.7983616,3644.373684
314,5/9/12,0,0,536.984806,1656.858966,1137.536473,386.9393337,3718.319578
315,5/10/12,0,0,535.4927177,1643.410026,1130.227185,379.5578847,3688.687814
316,5/11/12,0,0,646.123209,1929.503243,1358.924034,430.7931756,4365.343661
317,5/12/12,0,0,654.3424992,1942.611145,1371.5392,428.4810495,4396.973894
318,5/13/12,0,0,687.6899055,2023.26167,1436.718302,439.2745095,4586.944386
319,5/14/12,0,0,751.2553886,2181.168327,1564.560286,464.1167217,4961.100724
320,5/15/12,0,0,791.9478899,2279.71658,1644.274442,477.6301008,5193.569013
321,5/16/12,0,0,789.3504398,2264.040529,1634.050299,469.6866392,5157.127907
322,5/17/12,0,0,789.2146402,2255.596326,1629.112918,463.3179532,5137.241837
323,5/18/12,0,0,755.8340713,2163.369757,1555.906651,442.2733131,4917.383792
324,5/19/12,0,0,745.4929411,2130.663432,1530.524175,432.1866855,4838.867233
325,5/20/12,0,0,785.9535233,2227.619166,1609.421661,445.0467792,5068.041129
326,5/21/12,0,0,841.9330759,2360.619808,1719.736383,463.4941342,5385.783401
327,5/22/12,0,0,925.1428159,2563.618958,1885.114862,493.8949219,5867.771557
328,5/23/12,0,0,860.6678879,2395.773423,1749.609974,460.9427695,5466.994054
329,5/24/12,0,0,837.1154098,2332.208716,1697.845031,446.2496951,5313.418852
330,5/25/12,0,0,758.857129,2132.565542,1535.708924,409.1814047,4836.312999
331,5/26/12,0,0,619.6484823,1782.406413,1251.290959,347.9816269,4001.327482
332,5/27/12,0,0,656.9548911,1870.720897,1323.851131,359.3191059,4210.846025
333,5/28/12,0,0,741.3182759,2073.756228,1490.817643,388.8348784,4694.727026
334,5/29/12,0,0,829.880558,2286.066597,1665.620638,419.2940205,5200.861813
