date,hour,rainfall_in,air_temp_f,par_w.k2,rh_percent,wind_speed_m.s,bar_press_hg
4/29/12,19,,29.47,67.67,,,
4/29/12,20,,26.77,1.032,,,
4/29/12,21,,25.84,0.009,,,
4/29/12,22,,24.78,0.007,,,
4/29/12,23,,25.24,0.003,,,
4/30/12,0,,23.51,0,,,
4/30/12,1,,23.4,0.002,,,
4/30/12,2,,23.14,0,,,
4/30/12,3,,20.47,0.003,,,
4/30/12,4,,21.31,0.029,,,
4/30/12,5,,20.45,0.057,,,
4/30/12,6,,18.97,9.19,,,
4/30/12,7,,19.55,133.4,,,
4/30/12,8,,22.41,347.6,,,
4/30/12,9,,25.58,566.3,,,
4/30/12,10,,26.66,760.1,,,
4/30/12,11,,29.72,906,,,
4/30/12,12,,31.03,990,,,
4/30/12,13,,31.58,1006,,,
4/30/12,14,,32.69,958,,,
4/30/12,15,,32.29,848,,,
4/30/12,16,,32.62,681.5,,,
4/30/12,17,,32.51,365.4,,,
4/30/12,18,,31.68,255.7,,,
4/30/12,19,,29.48,69.47,,,
4/30/12,20,,27,0.934,,,
4/30/12,21,,26.12,0,,,
4/30/12,22,,25.95,0,,,
4/30/12,23,,26.58,0,,,
5/1/12,0,,25.27,0,,,
5/1/12,1,,22.87,0.011,,,
5/1/12,2,,23.27,0.001,,,
5/1/12,3,,22.72,0.004,,,
5/1/12,4,,20.59,0,,,
5/1/12,5,,18.95,0.001,,,
5/1/12,6,,18,10.95,,,
5/1/12,7,,19.77,146.9,,,
5/1/12,8,,22.25,369.4,,,
5/1/12,9,,24.73,592.6,,,
5/1/12,10,,26.74,787.5,,,
5/1/12,11,,28.32,920,,,
5/1/12,12,,29.24,986,,,
5/1/12,13,,31.81,1029,,,
5/1/12,14,,32.54,968,,,
5/1/12,15,,34.25,831,,,
5/1/12,16,,32.37,565.3,,,
5/1/12,17,,31.48,352.3,,,
5/1/12,18,,29.98,179,,,
5/1/12,19,,27.98,56.38,,,
5/1/12,20,,28.03,1.264,,,
5/1/12,21,,28.07,0,,,
5/1/12,22,,27.26,0,,,
5/1/12,23,,25.27,0,,,
5/2/12,0,,24.77,0.003,,,
5/2/12,1,,23.83,0.002,,,
5/2/12,2,,21.21,0.001,,,
5/2/12,3,,21,0.006,,,
5/2/12,4,,20.64,0.002,,,
5/2/12,5,,18.39,0.02,,,
5/2/12,6,,17.04,14.02,,,
5/2/12,7,,18.84,158.1,,,
5/2/12,8,,22.04,382.2,,,
5/2/12,9,,25.92,599.8,,,
5/2/12,10,,26.7,789.6,,,
5/2/12,11,,28.22,934,,,
5/2/12,12,,30.17,1014,,,
5/2/12,13,,31.69,1030,,,
5/2/12,14,,32.42,987,,,
5/2/12,15,,33.09,882,,,
5/2/12,16,,32.37,704,,,
5/2/12,17,,29.82,252.1,,,
5/2/12,18,,28.18,174.2,,,
5/2/12,19,,27.71,50.25,,,
5/2/12,20,,25.75,1.183,,,
5/2/12,21,,26.89,0,,,
5/2/12,22,,26.07,0,,,
5/2/12,23,,24.9,0.001,,,
5/3/12,0,,23.36,0.003,,,
5/3/12,1,,22.04,0.004,,,
5/3/12,2,,20.53,0.001,,,
5/3/12,3,,20.39,0.004,,,
5/3/12,4,,18.18,0.014,,,
5/3/12,5,,17.31,0.002,,,
5/3/12,6,,17.15,11.63,,,
5/3/12,7,,18.41,146.3,,,
5/3/12,8,,21.33,361.6,,,
5/3/12,9,,24.85,583.6,,,
5/3/12,10,,26.55,781.1,,,
5/3/12,11,,28.07,923,,,
5/3/12,12,,29.41,1003,,,
5/3/12,13,,30.63,1022,,,
5/3/12,14,,31.55,975,,,
5/3/12,15,,32.78,862,,,
5/3/12,16,,33.59,695.1,,,
5/3/12,17,,33.18,378.2,,,
5/3/12,18,,31.79,237.7,,,
5/3/12,19,,29.62,71.01,,,
5/3/12,20,,28.26,4.495,,,
5/3/12,21,,28.12,0,,,
5/3/12,22,,27.6,0,,,
5/3/12,23,,25.94,0,,,
5/4/12,0,,24.76,0.011,,,
5/4/12,1,,23.36,0.009,,,
5/4/12,2,,22.65,0.003,,,
5/4/12,3,,22.98,0.014,,,
5/4/12,4,,20.5,0.008,,,
5/4/12,5,,17.11,0.006,,,
5/4/12,6,,16.87,13.97,,,
5/4/12,7,,19.22,152.4,,,
5/4/12,8,,21.87,371,,,
5/4/12,9,,26.19,594.3,,,
5/4/12,10,,27.51,787.4,,,
5/4/12,11,,30.09,932,,,
5/4/12,12,,30.61,1013,,,
5/4/12,13,,31.97,1036,,,
5/4/12,14,,33.42,988,,,
5/4/12,15,,33.11,873,,,
5/4/12,16,,33.09,711.1,,,
5/4/12,17,,33.21,380.9,,,
5/4/12,18,,32.55,280.8,,,
5/4/12,19,,30.49,67.59,,,
5/4/12,20,,27.4,1.501,,,
5/4/12,21,,26.67,0.003,,,
5/4/12,22,,26.19,0.06,,,
5/4/12,23,,25.96,0.005,,,
5/5/12,0,,23.75,0,,,
5/5/12,1,,22.53,0.005,,,
5/5/12,2,,21.19,0.014,,,
5/5/12,3,,21,0,,,
5/5/12,4,,20.88,0,,,
5/5/12,5,,20.11,0.001,,,
5/5/12,6,,19.74,10.12,,,
5/5/12,7,,19.25,143,,,
5/5/12,8,,23.67,361.7,,,
5/5/12,9,,25.63,590.9,,,
5/5/12,10,,28.18,777.3,,,
5/5/12,11,,30.05,915,,,
5/5/12,12,,30.74,1008,,,
5/5/12,13,,31.79,979,,,
5/5/12,14,,33.39,931,,,
5/5/12,15,,33.51,894,,,
5/5/12,16,,33.41,620.9,,,
5/5/12,17,,32.31,388.5,,,
5/5/12,18,,31.45,291.5,,,
5/5/12,19,,29.03,80.1,,,
5/5/12,20,,25.97,1.949,,,
5/5/12,21,,25.06,0.005,,,
5/5/12,22,,25.85,0.045,,,
5/5/12,23,,24.87,0.005,,,
5/6/12,0,,23.69,0.003,,,
5/6/12,1,,23.63,0.08,,,
5/6/12,2,,20.23,0.045,,,
5/6/12,3,,20.75,0,,,
5/6/12,4,,19.96,0,,,
5/6/12,5,,17.95,0.003,,,
5/6/12,6,,15.48,15.35,,,
5/6/12,7,,17.81,167,,,
5/6/12,8,,21.76,391.9,,,
5/6/12,9,,24.77,609.4,,,
5/6/12,10,,27.16,756.4,,,
5/6/12,11,,29.26,886,,,
5/6/12,12,,31.04,1013,,,
5/6/12,13,,32.95,1045,,,
5/6/12,14,,33.29,990,,,
5/6/12,15,,32.57,879,,,
5/6/12,16,,32.1,592.5,,,
5/6/12,17,,31.82,380,,,
5/6/12,18,,30.85,298.6,,,
5/6/12,19,,28.69,64.29,,,
5/6/12,20,,26.52,2.257,,,
5/6/12,21,,24.85,0.03,,,
5/6/12,22,,25.02,0.025,,,
5/6/12,23,,23.8,0.015,,,
5/7/12,0,,23.43,0.039,,,
5/7/12,1,,21.87,0.001,,,
5/7/12,2,,19.17,0,,,
5/7/12,3,,18.95,0.001,,,
5/7/12,4,,19.34,0.009,,,
5/7/12,5,,18.13,0.005,,,
5/7/12,6,,17.82,15.17,,,
5/7/12,7,,18.46,153.4,,,
5/7/12,8,,19.66,371.9,,,
5/7/12,9,,24.86,599.3,,,
5/7/12,10,,25.77,796.9,,,
5/7/12,11,,27.7,945,,,
5/7/12,12,,29.42,1029,,,
5/7/12,13,,30.27,1048,,,
5/7/12,14,,30.12,996,,,
5/7/12,15,,30.11,887,,,
5/7/12,16,,30.94,696.6,,,
5/7/12,17,,30.44,405.6,,,
5/7/12,18,,29.93,282.6,,,
5/7/12,19,,28.16,61.42,,,
5/7/12,20,,24.75,2.248,,,
5/7/12,21,,22.33,0.008,,,
5/7/12,22,,21.68,0.013,,,
5/7/12,23,,20.2,0.089,,,
5/8/12,0,,20.24,0.068,,,
5/8/12,1,,20.11,0.041,,,
5/8/12,2,,18.17,0.015,,,
5/8/12,3,,18.17,0.003,,,
5/8/12,4,,17.78,0.013,,,
5/8/12,5,,17.85,0.002,,,
5/8/12,6,,17.03,9.39,,,
5/8/12,7,,16.93,91.2,,,
5/8/12,8,,17.44,314.4,,,
5/8/12,9,,21.92,615.1,,,
5/8/12,10,,25.75,830,,,
5/8/12,11,,28.42,879,,,
5/8/12,12,,30.49,1067,,,
5/8/12,13,,31.36,862,,,
5/8/12,14,,31.59,1027,,,
5/8/12,15,,32.14,849,,,
5/8/12,16,,33.01,714.6,,,
5/8/12,17,,32.64,443.4,,,
5/8/12,18,,32.29,356.6,,,
5/8/12,19,,29.65,56.3,,,
5/8/12,20,,27.34,1.773,,,
5/8/12,21,,25.42,0,,,
5/8/12,22,,25.75,0.001,,,
5/8/12,23,,27.82,0,,,
5/9/12,0,,24.68,0,,,
5/9/12,1,,24.84,0,,,
5/9/12,2,,24.16,0.002,,,
5/9/12,3,,23.12,0.001,,,
5/9/12,4,,21.77,0,,,
5/9/12,5,,21.04,0.009,,,
5/9/12,6,,20.21,14.69,,,
5/9/12,7,,22.14,146.8,,,
5/9/12,8,,25.25,362.1,,,
5/9/12,9,,27.52,579.5,,,
5/9/12,10,,28.75,775.4,,,
5/9/12,11,,29.45,918,,,
5/9/12,12,,30.55,1002,,,
5/9/12,13,,31.77,1018,,,
5/9/12,14,,32.93,968,,,
5/9/12,15,,33.72,760.7,,,
5/9/12,16,,33.69,586.5,,,
5/9/12,17,,33.08,330.7,,,
5/9/12,18,,22.6,3.39,,,
5/9/12,19,,20.34,5.973,,,
5/9/12,20,,23.03,0.711,,,
5/9/12,21,,21.6,0,,,
5/9/12,22,,20.27,0,,,
5/9/12,23,,19.93,0.002,,,
5/10/12,0,,18.68,0.003,,,
5/10/12,1,,17.07,0.02,,,
5/10/12,2,,17.08,0.019,,,
5/10/12,3,,16.41,0.029,,,
5/10/12,4,,16.12,0.01,,,
5/10/12,5,,15.46,0.012,,,
5/10/12,6,,14.81,15.07,,,
5/10/12,7,,16.49,143.5,,,
5/10/12,8,,19.71,354.6,,,
5/10/12,9,,22.57,571.1,,,
5/10/12,10,,24.08,759.9,,,
5/10/12,11,,25.61,902,,,
5/10/12,12,,27.89,985,,,
5/10/12,13,,30.56,1000,,,
5/10/12,14,,32.23,954,,,
5/10/12,15,,32.48,845,,,
5/10/12,16,,32.18,588.8,,,
5/10/12,17,,33.04,457.5,,,
5/10/12,18,,33.14,271.9,,,
5/10/12,19,,31.85,46.77,,,
5/10/12,20,,29.73,2.821,,,
5/10/12,21,,29.1,0,,,
5/10/12,22,,28.35,0,,,
5/10/12,23,,29.08,0,,,
5/11/12,0,,25.76,0,,,
5/11/12,1,,27.48,0,,,
5/11/12,2,,26.57,0,,,
5/11/12,3,,23.31,0,,,
5/11/12,4,,22.72,0,,,
5/11/12,5,,21.35,0.001,,,
5/11/12,6,,19.11,17.11,,,
5/11/12,7,,20.73,163,,,
5/11/12,8,,22.68,382.5,,,
5/11/12,9,,26.42,600,,,
5/11/12,10,,29.48,789.5,,,
5/11/12,11,,31.01,931,,,
5/11/12,12,,32.59,1013,,,
5/11/12,13,,33.96,1033,,,
5/11/12,14,,35.09,991,,,
5/11/12,15,,34.64,880,,,
5/11/12,16,,34.95,596.4,,,
5/11/12,17,,34.86,472.7,,,
5/11/12,18,,33.85,270.1,,,
5/11/12,19,,32.56,51.14,,,
5/11/12,20,,30.38,3.391,,,
5/11/12,21,,27.28,0,,,
5/11/12,22,,26.54,0,,,
5/11/12,23,,25.4,0,,,
5/12/12,0,,25.94,0.001,,,
5/12/12,1,,23.79,0,,,
5/12/12,2,,22.21,0.003,,,
5/12/12,3,,20.45,0.006,,,
5/12/12,4,,19.42,0.011,,,
5/12/12,5,,18.79,0.005,,,
5/12/12,6,,18.61,19.69,,,
5/12/12,7,,19.97,171.9,,,
5/12/12,8,,23.9,395.8,,,
5/12/12,9,,26.83,617.9,,,
5/12/12,10,,27.96,807,,,
5/12/12,11,,30.45,950,,,
5/12/12,12,,32.39,1033,,,
5/12/12,13,,34.68,1053,,,
5/12/12,14,,35.67,1003,,,
5/12/12,15,,37.11,891,,,
5/12/12,16,,36.98,592.1,,,
5/12/12,17,,36.17,506.7,,,
5/12/12,18,,34.93,286,,,
5/12/12,19,,33.15,47.64,,,
5/12/12,20,,30.06,3.732,,,
5/12/12,21,,27.32,0,,,
5/12/12,22,,27.26,0,,,
5/12/12,23,,26.67,0,,,
5/13/12,0,,24.97,0,,,
5/13/12,1,,24.13,0,,,
5/13/12,2,,23.23,0,,,
5/13/12,3,,21.08,0.002,,,
5/13/12,4,,19.51,0.029,,,
5/13/12,5,,18.08,0.036,,,
5/13/12,6,,18.36,18.66,,,
5/13/12,7,,19.65,164.9,,,
5/13/12,8,,21.78,386.3,,,
5/13/12,9,,26.7,610.1,,,
5/13/12,10,,29.91,798.5,,,
5/13/12,11,,32.1,942,,,
5/13/12,12,,34.75,1027,,,
5/13/12,13,,36.79,1048,,,
5/13/12,14,,36.56,998,,,
5/13/12,15,,36.55,886,,,
5/13/12,16,,37.14,583.7,,,
5/13/12,17,,37.26,508.3,,,
5/13/12,18,,36.28,279.7,,,
5/13/12,19,,34.65,55.48,,,
5/13/12,20,,33.15,2.855,,,
5/13/12,21,,31.87,0,,,
5/13/12,22,,28.75,0,,,
5/13/12,23,,26.72,0,,,
5/14/12,0,,28.79,0.001,,,
5/14/12,1,,27.24,0,,,
5/14/12,2,,26.27,0,,,
5/14/12,3,,24.15,0.006,,,
5/14/12,4,,22.14,0.039,,,
5/14/12,5,,20.74,0.027,,,
5/14/12,6,,20.36,22.18,,,
5/14/12,7,,23.43,176.3,,,
5/14/12,8,,27.54,401.6,,,
5/14/12,9,,30.61,623.7,,,
5/14/12,10,,32.94,815,,,
5/14/12,11,,33.95,958,,,
5/14/12,12,,35.06,1043,,,
5/14/12,13,,35.95,1061,,,
5/14/12,14,,37.13,1008,,,
5/14/12,15,,38.53,889,,,
5/14/12,16,,38.9,577.7,,,
5/14/12,17,,38.52,496.3,,,
5/14/12,18,,37.12,267.1,,,
5/14/12,19,,35.86,63.48,,,
5/14/12,20,,31.65,4.384,,,
5/14/12,21,,30.68,0.002,,,
5/14/12,22,,28.04,0,,,
5/14/12,23,,25.64,0.001,,,
5/15/12,0,,25.46,0.003,,,
5/15/12,1,,23.57,0.003,,,
5/15/12,2,,24.16,0.012,,,
5/15/12,3,,22.48,0.008,,,
5/15/12,4,,22.46,0.016,,,
5/15/12,5,,25.1,0.045,,,
5/15/12,6,,26.33,21.82,,,
5/15/12,7,,26.22,172.7,,,
5/15/12,8,,29.11,391.5,,,
5/15/12,9,,31.3,606.1,,,
5/15/12,10,,32.6,791.3,,,
5/15/12,11,,33.92,936,,,
5/15/12,12,,35.56,1016,,,
5/15/12,13,,37.38,1027,,,
5/15/12,14,,38.12,990,,,
5/15/12,15,,38.82,878,,,
5/15/12,16,,39.33,575.8,,,
5/15/12,17,,39.33,509.4,,,
5/15/12,18,,38.87,280,,,
5/15/12,19,,37.8,61.09,,,
5/15/12,20,,33.88,4.431,,,
5/15/12,21,,32.65,0,,,
5/15/12,22,,32.37,0,,,
5/15/12,23,,29.6,0,,,
5/16/12,0,,29.42,0,,,
5/16/12,1,,26.3,0.002,,,
5/16/12,2,,26.17,0.008,,,
5/16/12,3,,24.45,0.014,,,
5/16/12,4,,22.58,0.017,,,
5/16/12,5,,23.12,0.01,,,
5/16/12,6,,22.74,22.75,,,
5/16/12,7,,25.92,175.1,,,
5/16/12,8,,28.14,396,,,
5/16/12,9,,30.19,615.4,,,
5/16/12,10,,32.35,803,,,
5/16/12,11,,34.34,947,,,
5/16/12,12,,36.21,1033,,,
5/16/12,13,,37.03,1046,,,
5/16/12,14,,37.88,1007,,,
5/16/12,15,,37.61,894,,,
5/16/12,16,,37.33,582.1,,,
5/16/12,17,,37.05,526,,,
5/16/12,18,,35.54,294.9,,,
5/16/12,19,,33.49,63.12,,,
5/16/12,20,,30.88,5.277,,,
5/16/12,21,,30.57,0,,,
5/16/12,22,,30.84,0,,,
5/16/12,23,,28.86,0,,,
5/17/12,0,,26.57,0,,,
5/17/12,1,,25.37,0,,,
5/17/12,2,,23.61,0,,,
5/17/12,3,,21.97,0.007,,,
5/17/12,4,,21.53,0.05,,,
5/17/12,5,,22.2,0.024,,,
5/17/12,6,,20.76,25.74,,,
5/17/12,7,,22.76,182.3,,,
5/17/12,8,,25.26,406.4,,,
5/17/12,9,,27.79,625.9,,,
5/17/12,10,,29.99,821,,,
5/17/12,11,,32.82,965,,,
5/17/12,12,,34.26,1043,,,
5/17/12,13,,36.08,1059,,,
5/17/12,14,,37.84,1005,,,
5/17/12,15,,38.62,893,,,
5/17/12,16,,38.49,577.3,,,
5/17/12,17,,37.39,522,,,
5/17/12,18,,36.15,289.8,,,
5/17/12,19,,35.25,63.81,,,
5/17/12,20,,34.25,4.877,,,
5/17/12,21,,33.31,0,,,
5/17/12,22,,32.76,0,,,
5/17/12,23,,30.61,0,,,
5/18/12,0,,28,0,,,
5/18/12,1,,26.2,0,,,
5/18/12,2,,26.2,0,,,
5/18/12,3,,25.95,0,,,
5/18/12,4,,25.71,0,,,
5/18/12,5,,24.7,0.015,,,
5/18/12,6,,26.53,11.54,,,
5/18/12,7,,25.93,175.8,,,
5/18/12,8,,28.52,406,,,
5/18/12,9,,28.94,624.5,,,
5/18/12,10,,29.29,814,,,
5/18/12,11,,30.12,957,,,
5/18/12,12,,31.06,1038,,,
5/18/12,13,,31.75,1054,,,
5/18/12,14,,32.46,995,,,
5/18/12,15,,32.96,884,,,
5/18/12,16,,32.48,579.4,,,
5/18/12,17,,31.8,521,,,
5/18/12,18,,31.64,297,,,
5/18/12,19,,29.67,71.31,,,
5/18/12,20,,28.11,6.039,,,
5/18/12,21,,27.96,0,,,
5/18/12,22,,27.95,0,,,
5/18/12,23,,24.63,0.001,,,
5/19/12,0,,24.04,0.002,,,
5/19/12,1,,23.85,0.001,,,
5/19/12,2,,22.03,0,,,
5/19/12,3,,22.42,0.011,,,
5/19/12,4,,22.05,0,,,
5/19/12,5,,20.28,0.06,,,
5/19/12,6,,18,24.75,,,
5/19/12,7,,20.52,177.5,,,
5/19/12,8,,23.87,398.1,,,
5/19/12,9,,27.48,616.4,,,
5/19/12,10,,29.48,803,,,
5/19/12,11,,31.39,947,,,
5/19/12,12,,32.48,1031,,,
5/19/12,13,,34.21,1051,,,
5/19/12,14,,34.51,1004,,,
5/19/12,15,,35.23,893,,,
5/19/12,16,,35.1,578.2,,,
5/19/12,17,,35.32,523.6,,,
5/19/12,18,,35.57,298.8,,,
5/19/12,19,,32.3,70.19,,,
5/19/12,20,,30.45,6.509,,,
5/19/12,21,,27.73,0,,,
5/19/12,22,,26.05,0,,,
5/19/12,23,,25.79,0,,,
5/20/12,0,,24.78,0.006,,,
5/20/12,1,,23.02,0.021,,,
5/20/12,2,,22.77,0.025,,,
5/20/12,3,,20.09,0.028,,,
5/20/12,4,,19.42,0.04,,,
5/20/12,5,,18.02,0.016,,,
5/20/12,6,,18.24,21.5,,,
5/20/12,7,,20.09,161.7,,,
5/20/12,8,,21.77,385.7,,,
5/20/12,9,,26.23,617.7,,,
5/20/12,10,,29.24,808,,,
5/20/12,11,,33.13,949,,,
5/20/12,12,,35.37,1031,,,
5/20/12,13,,36.52,1049,,,
5/20/12,14,,38.21,1000,,,
5/20/12,15,,38.47,893,,,
5/20/12,16,,38.54,576.5,,,
5/20/12,17,,39.29,521.9,,,
5/20/12,18,,38.78,281.9,,,
5/20/12,19,,35.63,21.07,,,
5/20/12,20,,32.05,3.878,,,
5/20/12,21,,30.11,0,,,
5/20/12,22,,27.39,0,,,
5/20/12,23,,26.24,0,,,
5/21/12,0,,25.59,0,,,
5/21/12,1,,25.11,0,,,
5/21/12,2,,22.06,0.002,,,
5/21/12,3,,21.04,0.028,,,
5/21/12,4,,19.83,0.053,,,
5/21/12,5,,19.08,0.021,,,
5/21/12,6,,19.03,27.04,,,
5/21/12,7,,19.87,186.6,,,
5/21/12,8,,23.91,409.2,,,
5/21/12,9,,28.72,628.1,,,
5/21/12,10,,30.82,821,,,
5/21/12,11,,34.51,962,,,
5/21/12,12,,37.66,1054,,,
5/21/12,13,,39.59,1074,,,
5/21/12,14,,40.01,1017,,,
5/21/12,15,,41.3,905,,,
5/21/12,16,,39.89,581.2,,,
5/21/12,17,,38.45,540.7,,,
5/21/12,18,,37.64,314.5,,,
5/21/12,19,,34.98,65.44,,,
5/21/12,20,,32.58,6.496,,,
5/21/12,21,,31.21,0,,,
5/21/12,22,,29.77,0,,,
5/21/12,23,,27.66,0,,,
5/22/12,0,,26.61,0,,,
5/22/12,1,,26.79,0,,,
5/22/12,2,,28.57,0,,,
5/22/12,3,,26.94,0,,,
5/22/12,4,,25.49,0,,,
5/22/12,5,,23.39,0.019,,,
5/22/12,6,,21.68,26.77,,,
5/22/12,7,,24.12,188.2,,,
5/22/12,8,,26.89,398.4,,,
5/22/12,9,,29.34,615.9,,,
5/22/12,10,,32.96,804,,,
5/22/12,11,,36.14,951,,,
5/22/12,12,,38.07,1030,,,
5/22/12,13,,38.39,1028,,,
5/22/12,14,,40.62,1009,,,
5/22/12,15,,39.59,909,,,
5/22/12,16,,39.48,616.5,,,
5/22/12,17,,38.44,429.7,,,
5/22/12,18,,38.23,353.4,,,
5/22/12,19,,37.51,75.62,,,
5/22/12,20,,36.07,8.78,,,
5/22/12,21,,34.77,0,,,
5/22/12,22,,32.78,0,,,
5/22/12,23,,31.96,0,,,
5/23/12,0,,29.05,0,,,
5/23/12,1,,25.73,0.009,,,
5/23/12,2,,24.96,0.003,,,
5/23/12,3,,23.81,0,,,
5/23/12,4,,23.4,0.003,,,
5/23/12,5,,22.75,0.036,,,
5/23/12,6,,22,28.03,,,
5/23/12,7,,22.37,190.5,,,
5/23/12,8,,25.06,410.6,,,
5/23/12,9,,28.93,632,,,
5/23/12,10,,30.5,818,,,
5/23/12,11,,31.98,954,,,
5/23/12,12,,33.58,1037,,,
5/23/12,13,,34.88,1050,,,
5/23/12,14,,35.42,992,,,
5/23/12,15,,35.83,877,,,
5/23/12,16,,35.87,564.7,,,
5/23/12,17,,35.75,502,,,
5/23/12,18,,35.26,287,,,
5/23/12,19,,34.42,62.4,,,
5/23/12,20,,32.99,6.348,,,
5/23/12,21,,31.94,0,,,
5/23/12,22,,30.81,0,,,
5/23/12,23,,29.59,0,,,
5/24/12,0,,27.92,0,,,
5/24/12,1,,27.12,0,,,
5/24/12,2,,26.49,0,,,
5/24/12,3,,25.85,0,,,
5/24/12,4,,23.26,0.004,,,
5/24/12,5,,22.07,0.032,,,
5/24/12,6,,21.18,25.65,,,
5/24/12,7,,23.68,176,,,
5/24/12,8,,26.85,389.5,,,
5/24/12,9,,28.27,601.7,,,
5/24/12,10,,29.49,789.7,,,
5/24/12,11,,31.26,932,,,
5/24/12,12,,31.82,1011,,,
5/24/12,13,,32.45,1028,,,
5/24/12,14,,32.91,980,,,
5/24/12,15,,34.18,872,,,
5/24/12,16,,34.68,557.8,,,
5/24/12,17,,34.22,516.9,,,
5/24/12,18,,33.48,301.9,,,
5/24/12,19,,31.89,58.46,,,
5/24/12,20,,30.11,6.246,,,
5/24/12,21,,28.83,0,,,
5/24/12,22,,27.95,0,,,
5/24/12,23,,27.06,0,,,
5/25/12,0,,25.24,0,,,
5/25/12,1,,24.18,0,,,
5/25/12,2,,22.81,0,,,
5/25/12,3,,21.87,0,,,
5/25/12,4,,21.86,0,,,
5/25/12,5,,19.44,0.052,,,
5/25/12,6,,18.89,30.24,,,
5/25/12,7,,21.05,184.6,,,
5/25/12,8,,24.91,399.8,,,
5/25/12,9,,26.95,611.4,,,
5/25/12,10,,26.5,792.8,,,
5/25/12,11,,27.22,932,,,
5/25/12,12,,29.48,1016,,,
5/25/12,13,,30.02,1035,,,
5/25/12,14,,31.16,984,,,
5/25/12,15,,31.15,868,,,
5/25/12,16,,30.92,561.6,,,
5/25/12,17,,30.62,510.4,,,
5/25/12,18,,30.22,302.4,,,
5/25/12,19,,29.26,65.11,,,
5/25/12,20,,27.78,6.087,,,
5/25/12,21,,26.39,0,,,
5/25/12,22,,24.99,0,,,
5/25/12,23,,23.85,0,,,
5/26/12,0,,23.1,0.001,,,
5/26/12,1,,22.15,0.001,,,
5/26/12,2,,20.7,0.006,,,
5/26/12,3,,19.93,0.006,,,
5/26/12,4,,18.93,0.009,,,
5/26/12,5,,18.51,0.063,,,
5/26/12,6,,18.52,26.62,,,
5/26/12,7,,18.11,113.8,,,
5/26/12,8,,18.82,397.3,,,
5/26/12,9,,19.1,632,,,
5/26/12,10,,19.95,833,,,
5/26/12,11,,21.54,983,,,
5/26/12,12,,22.03,1065,,,
5/26/12,13,,23.12,1081,,,
5/26/12,14,,23.94,1036,,,
5/26/12,15,,25.03,920,,,
5/26/12,16,,25.45,591.1,,,
5/26/12,17,,25.57,557.6,,,
5/26/12,18,,25.23,333.6,,,
5/26/12,19,,24.3,74.77,,,
5/26/12,20,,21.53,9.64,,,
5/26/12,21,,19.49,0.004,,,
5/26/12,22,,19.91,0.001,,,
5/26/12,23,,18.84,0.009,,,
5/27/12,0,,18.23,0.001,,,
5/27/12,1,,17.67,0.003,,,
5/27/12,2,,17.33,0,,,
5/27/12,3,,15.79,0,,,
5/27/12,4,,15.76,0,,,
5/27/12,5,,15.02,0.034,,,
5/27/12,6,,13.96,34.68,,,
5/27/12,7,,14.28,195.4,,,
5/27/12,8,,18.42,419.9,,,
5/27/12,9,,22.06,639.4,,,
5/27/12,10,,23.32,829,,,
5/27/12,11,,25.38,970,,,
5/27/12,12,,26.83,1051,,,
5/27/12,13,,27.95,1066,,,
5/27/12,14,,28.03,1019,,,
5/27/12,15,,28.39,912,,,
5/27/12,16,,29.23,586.6,,,
5/27/12,17,,28.93,552.1,,,
5/27/12,18,,27.96,331.5,,,
5/27/12,19,,26.99,76.78,,,
5/27/12,20,,24.58,10.39,,,
5/27/12,21,,23.82,0.056,,,
5/27/12,22,,22.2,0.063,,,
5/27/12,23,,19.99,0.028,,,
5/28/12,0,,18.65,0.001,,,
5/28/12,1,,19.01,0,,,
5/28/12,2,,17.11,0,,,
5/28/12,3,,15.59,0,,,
5/28/12,4,,14.71,0,,,
5/28/12,5,,12.69,0.03,,,
5/28/12,6,,12.91,34.75,,,
5/28/12,7,,15.65,196.3,,,
5/28/12,8,,20.2,417.9,,,
5/28/12,9,,24.72,636.7,,,
5/28/12,10,,27.02,826,,,
5/28/12,11,,28.31,969,,,
5/28/12,12,,30.46,1056,,,
5/28/12,13,,31.49,1074,,,
5/28/12,14,,33.02,1025,,,
5/28/12,15,,33.43,914,,,
5/28/12,16,,33.97,586.6,,,
5/28/12,17,,32.62,553,,,
5/28/12,18,,31.48,336,,,
5/28/12,19,,30.35,77.9,,,
5/28/12,20,,27.96,10.6,,,
5/28/12,21,,25.79,0.006,,,
5/28/12,22,,23.2,0.005,,,
5/28/12,23,,21.88,0.016,,,
5/29/12,0,,20.99,0.024,,,
5/29/12,1,,20.55,0.049,,,
5/29/12,2,,18.88,0.007,,,
5/29/12,3,,17.64,0.005,,,
5/29/12,4,,17.34,0.006,,,
5/29/12,5,,15.42,0.043,,,
5/29/12,6,,15.37,37.22,,,
5/29/12,7,,17.36,201.8,,,
5/29/12,8,,20.54,423.5,,,
5/29/12,9,,26.18,638,,,
5/29/12,10,,29.13,826,,,
5/29/12,11,,30.39,965,,,
5/29/12,12,,32.05,1046,,,
5/29/12,13,,33.92,1068,,,
5/29/12,14,,35.5,1014,,,
5/29/12,15,,35.82,910,,,
5/29/12,16,,35.7,580.4,,,
5/29/12,17,,34.95,549.1,,,
5/29/12,18,,34.14,330,,,
5/29/12,19,,32.58,78.64,,,
5/29/12,20,,29.32,11.11,,,
5/29/12,21,,27.85,0,,,
5/29/12,22,,27.83,0,,,
5/29/12,23,,25.28,0,,,
5/30/12,0,,24.3,0.005,,,
