date,hour,rainfall_in,air_temp_f,par_w.k2,rh_percent,wind_speed_m.s,bar_press_hg
7/1/11,0,NA,28.26,0,,,
7/1/11,1,,28.17,0,,,
7/1/11,2,,27.8,0,,,
7/1/11,3,,26.38,0,,,
7/1/11,4,,23.09,0,,,
7/1/11,5,,22.34,0,,,
7/1/11,6,,22.71,25.48,,,
7/1/11,7,,24.31,170,,,
7/1/11,8,,26.48,376.5,,,
7/1/11,9,,31.25,585.9,,,
7/1/11,10,,34.54,774,,,
7/1/11,11,,36.91,917,,,
7/1/11,12,,38.88,1007,,,
7/1/11,13,,40.5,1037,,,
7/1/11,14,,41.32,1004,,,
7/1/11,15,,42.17,906,,,
7/1/11,16,,42.91,592.1,,,
7/1/11,17,,41.79,572.4,,,
7/1/11,18,,40.31,369.4,,,
7/1/11,19,,39.33,133.6,,,
7/1/11,20,,38.25,28.93,,,
7/1/11,21,,36.76,0.02,,,
7/1/11,22,,35.17,0,,,
7/1/11,23,,33.55,0,,,
7/2/11,0,,30.94,0.024,,,
7/2/11,1,,29.61,0.002,,,
7/2/11,2,,28.67,0.004,,,
7/2/11,3,,26.51,0.002,,,
7/2/11,4,,25.51,0,,,
7/2/11,5,,24.36,0.001,,,
7/2/11,6,,24.54,23.37,,,
7/2/11,7,,25.67,165.6,,,
7/2/11,8,,30.22,276.1,,,
7/2/11,9,,32.63,423.6,,,
7/2/11,10,,36.54,533.9,,,
7/2/11,11,,39.41,908,,,
7/2/11,12,,43.13,1062,,,
7/2/11,13,,43.83,988,,,
7/2/11,14,,44.38,955,,,
7/2/11,15,,45.73,863,,,
7/2/11,16,,45.75,631.2,,,
7/2/11,17,,44.97,434.8,,,
7/2/11,18,,42.68,71.29,,,
7/2/11,19,,41.4,46.29,,,
7/2/11,20,,40.07,11.4,,,
7/2/11,21,,37.54,0.014,,,
7/2/11,22,,37.34,0,,,
7/2/11,23,,35.19,0,,,
7/3/11,0,,35.33,0,,,
7/3/11,1,,35.85,0,,,
7/3/11,2,,35.43,0,,,
7/3/11,3,,33.97,0,,,
7/3/11,4,,32.1,0,,,
7/3/11,5,,30.91,0.002,,,
7/3/11,6,,29.84,11.66,,,
7/3/11,7,,30.3,115.8,,,
7/3/11,8,,32.33,293.9,,,
7/3/11,9,,34.59,493,,,
7/3/11,10,,35.97,683.5,,,
7/3/11,11,,37.51,827,,,
7/3/11,12,,38.5,919,,,
7/3/11,13,,39.73,950,,,
7/3/11,14,,40.94,920,,,
7/3/11,15,,42.27,844,,,
7/3/11,16,,40.94,562.3,,,
7/3/11,17,,41.2,525.3,,,
7/3/11,18,,38.89,260.3,,,
7/3/11,19,,35.69,74.61,,,
7/3/11,20,,33.17,6.768,,,
7/3/11,21,,32.68,0.013,,,
7/3/11,22,,31.25,0,,,
7/3/11,23,,30.32,0,,,
7/4/11,0,,30.09,0,,,
7/4/11,1,,29.44,0.001,,,
7/4/11,2,,28.44,0.001,,,
7/4/11,3,,27.98,0,,,
7/4/11,4,,27.12,0.002,,,
7/4/11,5,,27.02,0.015,,,
7/4/11,6,,27.2,21.82,,,
7/4/11,7,,27.84,135,,,
7/4/11,8,,29.94,272.5,,,
7/4/11,9,,31.13,475.3,,,
7/4/11,10,,31.96,448,,,
7/4/11,11,,32.91,605.7,,,
7/4/11,12,,34.35,802,,,
7/4/11,13,,35.34,964,,,
7/4/11,14,,35.62,948,,,
7/4/11,15,,36.22,850,,,
7/4/11,16,,36.68,563,,,
7/4/11,17,,36.86,533.8,,,
7/4/11,18,,36.77,338.9,,,
7/4/11,19,,36.32,121.1,,,
7/4/11,20,,35.19,23.63,,,
7/4/11,21,,34.57,0.012,,,
7/4/11,22,,33.92,0,,,
7/4/11,23,,33.03,0,,,
7/5/11,0,,31.72,0,,,
7/5/11,1,,30.99,0,,,
7/5/11,2,,31.64,0,,,
7/5/11,3,,30.53,0,,,
7/5/11,4,,30.06,0,,,
7/5/11,5,,29.58,0.001,,,
7/5/11,6,,28.76,16.14,,,
7/5/11,7,,29.99,148.5,,,
7/5/11,8,,32.68,386.3,,,
7/5/11,9,,32.34,521.3,,,
7/5/11,10,,32.6,701.5,,,
7/5/11,11,,33.5,847,,,
7/5/11,12,,34.98,942,,,
7/5/11,13,,36.32,979,,,
7/5/11,14,,36.64,941,,,
7/5/11,15,,37.27,847,,,
7/5/11,16,,37.92,561.9,,,
7/5/11,17,,38.38,506.9,,,
7/5/11,18,,38.11,296.3,,,
7/5/11,19,,37.16,38.61,,,
7/5/11,20,,35.74,3.467,,,
7/5/11,21,,28.53,0.004,,,
7/5/11,22,,28.47,0,,,
7/5/11,23,,25.77,0.001,,,
7/6/11,0,,23.6,0.001,,,
7/6/11,1,,23.84,0,,,
7/6/11,2,,24.7,0,,,
7/6/11,3,,24.98,0,,,
7/6/11,4,,24.56,0,,,
7/6/11,5,,24.93,0.015,,,
7/6/11,6,,24.3,11.35,,,
7/6/11,7,,24.65,114.6,,,
7/6/11,8,,26.42,297.5,,,
7/6/11,9,,28.51,498.7,,,
7/6/11,10,,30.46,688.3,,,
7/6/11,11,,31.47,835,,,
7/6/11,12,,32.6,934,,,
7/6/11,13,,34.52,972,,,
7/6/11,14,,34.98,945,,,
7/6/11,15,,35.23,854,,,
7/6/11,16,,35.79,574,,,
7/6/11,17,,36.14,553.6,,,
7/6/11,18,,35.63,312.7,,,
7/6/11,19,,34.84,85.7,,,
7/6/11,20,,34.21,14.06,,,
7/6/11,21,,33.41,0.001,,,
7/6/11,22,,32.62,0,,,
7/6/11,23,,32.08,0,,,
7/7/11,0,,31.85,0,,,
7/7/11,1,,30.73,0,,,
7/7/11,2,,30.11,0,,,
7/7/11,3,,29.72,0,,,
7/7/11,4,,30.28,0,,,
7/7/11,5,,30.11,0,,,
7/7/11,6,,29.26,18.62,,,
7/7/11,7,,28.88,137.8,,,
7/7/11,8,,29.16,318.6,,,
7/7/11,9,,30.39,524.9,,,
7/7/11,10,,32.1,722,,,
7/7/11,11,,33.53,861,,,
7/7/11,12,,35,888,,,
7/7/11,13,,36.12,995,,,
7/7/11,14,,36.57,945,,,
7/7/11,15,,36.95,860,,,
7/7/11,16,,37.95,569.7,,,
7/7/11,17,,38.21,534.3,,,
7/7/11,18,,37.37,246.6,,,
7/7/11,19,,37.03,113.1,,,
7/7/11,20,,36.01,18.27,,,
7/7/11,21,,35.97,0.002,,,
7/7/11,22,,35.51,0,,,
7/7/11,23,,35.08,0,,,
7/8/11,0,,34,0,,,
7/8/11,1,,32.91,0,,,
7/8/11,2,,31.4,0,,,
7/8/11,3,,30.82,0,,,
7/8/11,4,,29.66,0,,,
7/8/11,5,,28.69,0,,,
7/8/11,6,,28.18,6.036,,,
7/8/11,7,,28.15,95.9,,,
7/8/11,8,,30.71,307,,,
7/8/11,9,,34.48,519.3,,,
7/8/11,10,,36.43,686.8,,,
7/8/11,11,,37.61,845,,,
7/8/11,12,,38.79,930,,,
7/8/11,13,,39.42,961,,,
7/8/11,14,,39.74,926,,,
7/8/11,15,,39.34,845,,,
7/8/11,16,,38.99,460.8,,,
7/8/11,17,,39.71,530,,,
7/8/11,18,,38.96,333.3,,,
7/8/11,19,,37.16,99.8,,,
7/8/11,20,,35.83,17.66,,,
7/8/11,21,,34.69,0.002,,,
7/8/11,22,,34.97,0,,,
7/8/11,23,,32.62,0,,,
7/9/11,0,,32.42,0,,,
7/9/11,1,,31.47,0,,,
7/9/11,2,,30.26,0,,,
7/9/11,3,,30.26,0,,,
7/9/11,4,,29.9,0,,,
7/9/11,5,,29.22,0,,,
7/9/11,6,,28.54,19.44,,,
7/9/11,7,,30.23,130.2,,,
7/9/11,8,,32.12,326.8,,,
7/9/11,9,,33.7,526.9,,,
7/9/11,10,,34.92,707.3,,,
7/9/11,11,,36.3,847,,,
7/9/11,12,,38.6,938,,,
7/9/11,13,,38.96,970,,,
7/9/11,14,,39.08,942,,,
7/9/11,15,,39.26,854,,,
7/9/11,16,,39.61,607.8,,,
7/9/11,17,,38.56,212.8,,,
7/9/11,18,,38.71,165.7,,,
7/9/11,19,,37.78,75.97,,,
7/9/11,20,,37.96,33.87,,,
7/9/11,21,,37.12,0.013,,,
7/9/11,22,,34.64,0,,,
7/9/11,23,,31,0,,,
7/10/11,0,,29.93,0,,,
7/10/11,1,,28.6,0,,,
7/10/11,2,,28.01,0.001,,,
7/10/11,3,,27.34,0.001,,,
7/10/11,4,,26.93,0.001,,,
7/10/11,5,,26.98,0.003,,,
7/10/11,6,,27.13,4.725,,,
7/10/11,7,,28.25,93.2,,,
7/10/11,8,,30.15,330.6,,,
7/10/11,9,,31.76,531.3,,,
7/10/11,10,,32.45,714.4,,,
7/10/11,11,,34.79,866,,,
7/10/11,12,,36.48,937,,,
7/10/11,13,,37.86,974,,,
7/10/11,14,,38.85,930,,,
7/10/11,15,,40.21,792.4,,,
7/10/11,16,,37.43,227.4,,,
7/10/11,17,,31.13,116,,,
7/10/11,18,,33.5,165,,,
7/10/11,19,,34.01,88.5,,,
7/10/11,20,,33.95,15.46,,,
7/10/11,21,,33.3,0,,,
7/10/11,22,,31.21,0,,,
7/10/11,23,,31.03,0,,,
7/11/11,0,,30.45,0,,,
7/11/11,1,,31.23,0,,,
7/11/11,2,,30.99,0,,,
7/11/11,3,,25.66,0.001,,,
7/11/11,4,,24.74,0.016,,,
7/11/11,5,,24.22,0.013,,,
7/11/11,6,,24.83,3.324,,,
7/11/11,7,,25.34,42.5,,,
7/11/11,8,,26.06,182.3,,,
7/11/11,9,,26.46,363.9,,,
7/11/11,10,,28.8,714,,,
7/11/11,11,,30.62,847,,,
7/11/11,12,,32.73,937,,,
7/11/11,13,,34.45,967,,,
7/11/11,14,,35.86,945,,,
7/11/11,15,,36.57,855,,,
7/11/11,16,,36.89,573,,,
7/11/11,17,,37.41,541.6,,,
7/11/11,18,,37.52,292.6,,,
7/11/11,19,,36.59,89.9,,,
7/11/11,20,,35.32,21.55,,,
7/11/11,21,,33.21,0.007,,,
7/11/11,22,,32.64,0,,,
7/11/11,23,,32.32,0,,,
7/12/11,0,,32.34,0,,,
7/12/11,1,,30.69,0,,,
7/12/11,2,,29.55,0,,,
7/12/11,3,,28.86,0,,,
7/12/11,4,,27.4,0.001,,,
7/12/11,5,,26.75,0,,,
7/12/11,6,,27.49,9.15,,,
7/12/11,7,,28.27,111.4,,,
7/12/11,8,,30.71,334.9,,,
7/12/11,9,,32.27,424.2,,,
7/12/11,10,,33.63,594.8,,,
7/12/11,11,,34.73,853,,,
7/12/11,12,,35.6,971,,,
7/12/11,13,,36.91,982,,,
7/12/11,14,,38.22,895,,,
7/12/11,15,,37.93,900,,,
7/12/11,16,,38.4,515.7,,,
7/12/11,17,,37.45,554.3,,,
7/12/11,18,,37.45,350.4,,,
7/12/11,19,,35.97,108.8,,,
7/12/11,20,,33.86,24.59,,,
7/12/11,21,,32.4,0.022,,,
7/12/11,22,,31.74,0,,,
7/12/11,23,,31.27,0.004,,,
7/13/11,0,,30.92,0.002,,,
7/13/11,1,,29.71,0.002,,,
7/13/11,2,,28.71,0.003,,,
7/13/11,3,,28.49,0.019,,,
7/13/11,4,,26.71,0.003,,,
7/13/11,5,,26.51,0.018,,,
7/13/11,6,,26.33,10.32,,,
7/13/11,7,,25.55,111.3,,,
7/13/11,8,,28.24,370.7,,,
7/13/11,9,,30.43,590.3,,,
7/13/11,10,,32.17,780.9,,,
7/13/11,11,,34.01,925,,,
7/13/11,12,,35.47,1010,,,
7/13/11,13,,36.73,1038,,,
7/13/11,14,,37.41,1010,,,
7/13/11,15,,37.52,917,,,
7/13/11,16,,37.75,605.5,,,
7/13/11,17,,37.93,583.3,,,
7/13/11,18,,37.59,372.7,,,
7/13/11,19,,36.06,111,,,
7/13/11,20,,33.89,24.46,,,
7/13/11,21,,31.8,0.022,,,
7/13/11,22,,30.39,0.003,,,
7/13/11,23,,29.67,0.003,,,
7/14/11,0,,29.06,0.004,,,
7/14/11,1,,28.13,0.002,,,
7/14/11,2,,25.22,0,,,
7/14/11,3,,24.13,0,,,
7/14/11,4,,22.39,0,,,
7/14/11,5,,20.88,0,,,
7/14/11,6,,20.98,19.03,,,
7/14/11,7,,20.93,158.3,,,
7/14/11,8,,24.51,373.6,,,
7/14/11,9,,27.44,595.2,,,
7/14/11,10,,30.48,786.6,,,
7/14/11,11,,32.51,935,,,
7/14/11,12,,33.68,1030,,,
7/14/11,13,,34.89,1062,,,
7/14/11,14,,36.36,1017,,,
7/14/11,15,,36.95,920,,,
7/14/11,16,,37.13,615.1,,,
7/14/11,17,,36.85,593.5,,,
7/14/11,18,,35.25,379,,,
7/14/11,19,,33.83,111.4,,,
7/14/11,20,,31.53,25.49,,,
7/14/11,21,,29.45,0.029,,,
7/14/11,22,,30.51,0.016,,,
7/14/11,23,,28.78,0.001,,,
7/15/11,0,,27.65,0.005,,,
7/15/11,1,,27.71,0.005,,,
7/15/11,2,,27.52,0.008,,,
7/15/11,3,,25.4,0.018,,,
7/15/11,4,,23.3,0.002,,,
7/15/11,5,,21.78,0,,,
7/15/11,6,,21.25,16.58,,,
7/15/11,7,,22.28,154.2,,,
7/15/11,8,,25.03,364.5,,,
7/15/11,9,,28.62,582.1,,,
7/15/11,10,,30.88,770.3,,,
7/15/11,11,,32.05,925,,,
7/15/11,12,,33.22,1014,,,
7/15/11,13,,34.17,1048,,,
7/15/11,14,,35.54,1015,,,
7/15/11,15,,35.72,916,,,
7/15/11,16,,36.76,605.2,,,
7/15/11,17,,36.36,580.6,,,
7/15/11,18,,36.1,369.9,,,
7/15/11,19,,35.23,107.1,,,
7/15/11,20,,32.7,25.33,,,
7/15/11,21,,31.44,0.012,,,
7/15/11,22,,29.94,0.003,,,
7/15/11,23,,29.34,0.006,,,
7/16/11,0,,27.2,0,,,
7/16/11,1,,26.86,0,,,
7/16/11,2,,26.5,0,,,
7/16/11,3,,26.18,0.001,,,
7/16/11,4,,23.58,0,,,
7/16/11,5,,24.29,0,,,
7/16/11,6,,23.98,13.48,,,
7/16/11,7,,23.2,146.2,,,
7/16/11,8,,25.96,357.8,,,
7/16/11,9,,29.47,566.1,,,
7/16/11,10,,30.88,762,,,
7/16/11,11,,33.34,910,,,
7/16/11,12,,35.95,1001,,,
7/16/11,13,,37.73,1031,,,
7/16/11,14,,39.34,991,,,
7/16/11,15,,39.65,894,,,
7/16/11,16,,38.82,591.8,,,
7/16/11,17,,37.89,579.4,,,
7/16/11,18,,37.27,270.4,,,
7/16/11,19,,36.21,72.33,,,
7/16/11,20,,34.86,27.71,,,
7/16/11,21,,33.11,0.001,,,
7/16/11,22,,32.34,0,,,
7/16/11,23,,31.17,0,,,
7/17/11,0,,29.7,0,,,
7/17/11,1,,28.06,0.001,,,
7/17/11,2,,28.66,0.001,,,
7/17/11,3,,28.07,0.001,,,
7/17/11,4,,27.51,0.01,,,
7/17/11,5,,25.68,0.017,,,
7/17/11,6,,23.85,7.234,,,
7/17/11,7,,24.57,117.5,,,
7/17/11,8,,28.41,353,,,
7/17/11,9,,32.65,554,,,
7/17/11,10,,34.25,803,,,
7/17/11,11,,36.64,898,,,
7/17/11,12,,38.76,1003,,,
7/17/11,13,,40.57,907,,,
7/17/11,14,,40.23,878,,,
7/17/11,15,,40.07,889,,,
7/17/11,16,,40.01,614,,,
7/17/11,17,,39.68,572.1,,,
7/17/11,18,,39.22,351.5,,,
7/17/11,19,,38.39,164.1,,,
7/17/11,20,,37.02,24.6,,,
7/17/11,21,,35.54,0.002,,,
7/17/11,22,,35.11,0,,,
7/17/11,23,,35.69,0.004,,,
7/18/11,0,,34.97,0,,,
7/18/11,1,,34.58,0,,,
7/18/11,2,,33.32,0,,,
7/18/11,3,,33.35,0,,,
7/18/11,4,,33.03,0,,,
7/18/11,5,,31.92,0,,,
7/18/11,6,,30.91,14.18,,,
7/18/11,7,,31.24,86.1,,,
7/18/11,8,,32.91,419.3,,,
7/18/11,9,,35.28,636.5,,,
7/18/11,10,,36.86,725.7,,,
7/18/11,11,,38.03,860,,,
7/18/11,12,,39.39,948,,,
7/18/11,13,,40.47,979,,,
7/18/11,14,,41.35,947,,,
7/18/11,15,,42.41,862,,,
7/18/11,16,,42.38,590.9,,,
7/18/11,17,,40.51,377.2,,,
7/18/11,18,,35.97,84.3,,,
7/18/11,19,,28.73,36.87,,,
7/18/11,20,,30.91,10.66,,,
7/18/11,21,,31.47,0.004,,,
7/18/11,22,,30.08,0.003,,,
7/18/11,23,,30.14,0.001,,,
7/19/11,0,,30.7,0.003,,,
7/19/11,1,,29.85,0.01,,,
7/19/11,2,,29.03,0.001,,,
7/19/11,3,,28.12,0.01,,,
7/19/11,4,,27.17,0,,,
7/19/11,5,,27.11,0,,,
7/19/11,6,,26.39,6.792,,,
7/19/11,7,,27.3,121,,,
7/19/11,8,,29.88,337.9,,,
7/19/11,9,,32.22,516.8,,,
7/19/11,10,,33.85,688.8,,,
7/19/11,11,,35.95,824,,,
7/19/11,12,,37.86,912,,,
7/19/11,13,,39.79,942,,,
7/19/11,14,,40.82,914,,,
7/19/11,15,,39.7,828,,,
7/19/11,16,,39.46,555.6,,,
7/19/11,17,,39.12,517.4,,,
7/19/11,18,,38.74,323.7,,,
7/19/11,19,,37.81,96.5,,,
7/19/11,20,,35.72,17.49,,,
7/19/11,21,,34.76,0,,,
7/19/11,22,,34.62,0,,,
7/19/11,23,,35.59,0,,,
7/20/11,0,,35.17,0,,,
7/20/11,1,,34.6,0,,,
7/20/11,2,,33.97,0,,,
7/20/11,3,,32.29,0,,,
7/20/11,4,,30.02,0,,,
7/20/11,5,,29.6,0,,,
7/20/11,6,,28.75,8.76,,,
7/20/11,7,,29.17,121.9,,,
7/20/11,8,,31.65,316.6,,,
7/20/11,9,,34.68,518.9,,,
7/20/11,10,,36.16,696.3,,,
7/20/11,11,,37.77,834,,,
7/20/11,12,,39.08,918,,,
7/20/11,13,,40.14,953,,,
7/20/11,14,,39.37,920,,,
7/20/11,15,,39.62,833,,,
7/20/11,16,,39.56,558.7,,,
7/20/11,17,,39.4,524.4,,,
7/20/11,18,,39.08,329.6,,,
7/20/11,19,,37.99,99.6,,,
7/20/11,20,,36.92,18.82,,,
7/20/11,21,,35.82,0.001,,,
7/20/11,22,,35.57,0,,,
7/20/11,23,,34.92,0,,,
7/21/11,0,,35.55,0,,,
7/21/11,1,,32.24,0,,,
7/21/11,2,,30.43,0,,,
7/21/11,3,,30,0,,,
7/21/11,4,,29.35,0,,,
7/21/11,5,,27.98,0,,,
7/21/11,6,,26.97,6.446,,,
7/21/11,7,,28.12,103.2,,,
7/21/11,8,,30.54,327.6,,,
7/21/11,9,,32.94,535.7,,,
7/21/11,10,,34.37,715.7,,,
7/21/11,11,,36.79,849,,,
7/21/11,12,,38.4,937,,,
7/21/11,13,,39.07,966,,,
7/21/11,14,,39.79,935,,,
7/21/11,15,,39.48,848,,,
7/21/11,16,,39.13,569.2,,,
7/21/11,17,,38.91,534.4,,,
7/21/11,18,,38.43,338.5,,,
7/21/11,19,,37.37,98,,,
7/21/11,20,,34.67,19.11,,,
7/21/11,21,,33.54,0,,,
7/21/11,22,,33.94,0.001,,,
7/21/11,23,,31.81,0,,,
7/22/11,0,,30.76,0.019,,,
7/22/11,1,,34.1,0,,,
7/22/11,2,,33.06,0.001,,,
7/22/11,3,,32.31,0,,,
7/22/11,4,,30,0,,,
7/22/11,5,,28.49,0,,,
7/22/11,6,,27.68,4.613,,,
7/22/11,7,,27.31,71.94,,,
7/22/11,8,,29.88,276.1,,,
7/22/11,9,,32.15,553.6,,,
7/22/11,10,,34.14,729.9,,,
7/22/11,11,,34.81,871,,,
7/22/11,12,,35.52,958,,,
7/22/11,13,,36.05,989,,,
7/22/11,14,,37.26,952,,,
7/22/11,15,,38.16,855,,,
7/22/11,16,,37.76,571.8,,,
7/22/11,17,,37.83,533.3,,,
7/22/11,18,,37.35,332.6,,,
7/22/11,19,,36.46,93.2,,,
7/22/11,20,,34.56,15.52,,,
7/22/11,21,,32.84,0,,,
7/22/11,22,,33.2,0,,,
7/22/11,23,,34.05,0,,,
7/23/11,0,,33.01,0,,,
7/23/11,1,,31.52,0,,,
7/23/11,2,,30.56,0,,,
7/23/11,3,,29.58,0,,,
7/23/11,4,,27.53,0,,,
7/23/11,5,,27.29,0.001,,,
7/23/11,6,,27.54,4.395,,,
7/23/11,7,,27.65,138.5,,,
7/23/11,8,,29.57,329.6,,,
7/23/11,9,,30.99,520.4,,,
7/23/11,10,,33.14,593.5,,,
7/23/11,11,,34.25,819,,,
7/23/11,12,,35.35,945,,,
7/23/11,13,,35.62,901,,,
7/23/11,14,,35.83,929,,,
7/23/11,15,,36.41,837,,,
7/23/11,16,,36.86,576.3,,,
7/23/11,17,,36.96,518.7,,,
7/23/11,18,,37.46,433.2,,,
7/23/11,19,,36.78,169.8,,,
7/23/11,20,,36.02,27.11,,,
7/23/11,21,,35.81,0,,,
7/23/11,22,,33.71,0,,,
7/23/11,23,,32.26,0,,,
7/24/11,0,,30.79,0,,,
7/24/11,1,,30,0,,,
7/24/11,2,,30.23,0,,,
7/24/11,3,,29.39,0,,,
7/24/11,4,,28.98,0.001,,,
7/24/11,5,,28.63,0,,,
7/24/11,6,,28.07,6.949,,,
7/24/11,7,,28.14,73.53,,,
7/24/11,8,,28.84,233.8,,,
7/24/11,9,,31.09,527.5,,,
7/24/11,10,,31.78,646.5,,,
7/24/11,11,,32.5,864,,,
7/24/11,12,,33.48,937,,,
7/24/11,13,,34.35,945,,,
7/24/11,14,,34.99,769.1,,,
7/24/11,15,,36,837,,,
7/24/11,16,,36.37,566,,,
7/24/11,17,,36.31,512.1,,,
7/24/11,18,,35.98,323.3,,,
7/24/11,19,,35.75,148.8,,,
7/24/11,20,,35,25.85,,,
7/24/11,21,,34.42,0,,,
7/24/11,22,,33.69,0,,,
7/24/11,23,,27.8,0.026,,,
7/25/11,0,,23.69,0.001,,,
7/25/11,1,,24.03,0.001,,,
7/25/11,2,,23.94,0.008,,,
7/25/11,3,,24.41,0,,,
7/25/11,4,,24.91,0.004,,,
7/25/11,5,,24.77,0.002,,,
7/25/11,6,,25.33,6.045,,,
7/25/11,7,,26.36,76.19,,,
7/25/11,8,,26.63,117.5,,,
7/25/11,9,,26.7,209.3,,,
7/25/11,10,,27.65,278.4,,,
7/25/11,11,,28.3,233.8,,,
7/25/11,12,,29.31,417.7,,,
7/25/11,13,,30.67,413.3,,,
7/25/11,14,,33.12,904,,,
7/25/11,15,,35.44,827,,,
7/25/11,16,,35.69,582,,,
7/25/11,17,,35.5,528.9,,,
7/25/11,18,,35.36,298.8,,,
7/25/11,19,,34.74,102.8,,,
7/25/11,20,,33.95,20.67,,,
7/25/11,21,,32.35,0.009,,,
7/25/11,22,,31.31,0.006,,,
7/25/11,23,,30.57,0,,,
7/26/11,0,,30.05,0,,,
7/26/11,1,,29.63,0,,,
7/26/11,2,,28.54,0,,,
7/26/11,3,,28.44,0,,,
7/26/11,4,,28.72,0.001,,,
7/26/11,5,,27.91,0,,,
7/26/11,6,,27.53,5.925,,,
7/26/11,7,,27.25,118.7,,,
7/26/11,8,,29.04,318.2,,,
7/26/11,9,,31.6,449.6,,,
7/26/11,10,,34.12,696.9,,,
7/26/11,11,,36,836,,,
7/26/11,12,,37.23,923,,,
7/26/11,13,,37.7,950,,,
7/26/11,14,,37.9,914,,,
7/26/11,15,,38.24,827,,,
7/26/11,16,,38.76,561.2,,,
7/26/11,17,,38.46,456.5,,,
7/26/11,18,,38.15,322.5,,,
7/26/11,19,,37.18,82.4,,,
7/26/11,20,,35.77,14.16,,,
7/26/11,21,,34.49,0,,,
7/26/11,22,,34.67,0,,,
7/26/11,23,,34.48,0,,,
7/27/11,0,,33.29,0,,,
7/27/11,1,,30.87,0,,,
7/27/11,2,,29.92,0,,,
7/27/11,3,,28.88,0,,,
7/27/11,4,,27.64,0,,,
7/27/11,5,,26.93,0.006,,,
7/27/11,6,,26.68,9.18,,,
7/27/11,7,,27.56,123.1,,,
7/27/11,8,,28.61,320.5,,,
7/27/11,9,,30.76,532.1,,,
7/27/11,10,,32.11,710.5,,,
7/27/11,11,,33.6,848,,,
7/27/11,12,,35.61,928,,,
7/27/11,13,,36.8,958,,,
7/27/11,14,,37.88,925,,,
7/27/11,15,,38.72,837,,,
7/27/11,16,,38.38,564.6,,,
7/27/11,17,,37.74,524,,,
7/27/11,18,,37.09,327.5,,,
7/27/11,19,,36.44,80.8,,,
7/27/11,20,,34.81,16.08,,,
7/27/11,21,,33.54,0,,,
7/27/11,22,,33.19,0,,,
7/27/11,23,,31.8,0,,,
7/28/11,0,,32.48,0,,,
7/28/11,1,,32.31,0,,,
7/28/11,2,,28.63,0,,,
7/28/11,3,,30.21,0.005,,,
7/28/11,4,,29.82,0,,,
7/28/11,5,,28.43,0.002,,,
7/28/11,6,,28.84,5.378,,,
7/28/11,7,,29.03,119.6,,,
7/28/11,8,,30.2,306.3,,,
7/28/11,9,,31.4,376.3,,,
7/28/11,10,,32.88,575,,,
7/28/11,11,,34.6,784.3,,,
7/28/11,12,,35.82,914,,,
7/28/11,13,,36.51,984,,,
7/28/11,14,,37.7,921,,,
7/28/11,15,,38.69,834,,,
7/28/11,16,,39.38,561.9,,,
7/28/11,17,,39.09,512.9,,,
7/28/11,18,,38.46,247.7,,,
7/28/11,19,,37.44,53.5,,,
7/28/11,20,,37.42,3.674,,,
7/28/11,21,,36,0,,,
7/28/11,22,,34.51,0,,,
7/28/11,23,,31.75,0,,,
7/29/11,0,,30.75,0,,,
7/29/11,1,,30.91,0,,,
7/29/11,2,,29.45,0,,,
7/29/11,3,,28.85,0,,,
7/29/11,4,,29.57,0,,,
7/29/11,5,,28.67,0,,,
7/29/11,6,,28.36,3.151,,,
7/29/11,7,,29.34,71.61,,,
7/29/11,8,,30.07,159.5,,,
7/29/11,9,,32.17,447.9,,,
7/29/11,10,,33.33,405.8,,,
7/29/11,11,,35.53,690,,,
7/29/11,12,,36.84,868,,,
7/29/11,13,,38.25,874,,,
7/29/11,14,,39.02,701.3,,,
7/29/11,15,,39.19,598.9,,,
7/29/11,16,,38.44,409.7,,,
7/29/11,17,,38.04,235.1,,,
7/29/11,18,,38.24,232.1,,,
7/29/11,19,,37.44,67.74,,,
7/29/11,20,,36.17,4.682,,,
7/29/11,21,,34.45,0,,,
7/29/11,22,,33.29,0,,,
7/29/11,23,,31.36,0,,,
7/30/11,0,,30.81,0,,,
7/30/11,1,,30,0,,,
7/30/11,2,,28.92,0,,,
7/30/11,3,,28.64,0.001,,,
7/30/11,4,,28.24,0.001,,,
7/30/11,5,,28.62,0.006,,,
7/30/11,6,,28.19,4.063,,,
7/30/11,7,,28.48,43.77,,,
7/30/11,8,,29.2,209.8,,,
7/30/11,9,,32.91,290,,,
7/30/11,10,,33.92,503.4,,,
7/30/11,11,,36.3,828,,,
7/30/11,12,,37.72,786.9,,,
7/30/11,13,,38.87,871,,,
7/30/11,14,,39.89,905,,,
7/30/11,15,,40.65,822,,,
7/30/11,16,,41.57,575.7,,,
7/30/11,17,,41.21,461.6,,,
7/30/11,18,,40.96,301.8,,,
7/30/11,19,,38.6,87.7,,,
7/30/11,20,,37.81,5.756,,,
7/30/11,21,,36.48,0,,,
7/30/11,22,,34.54,0,,,
7/30/11,23,,31.99,0,,,
7/31/11,0,,29.87,0,,,
7/31/11,1,,29.65,0,,,
7/31/11,2,,29.04,0,,,
7/31/11,3,,28.84,0,,,
7/31/11,4,,28.38,0,,,
7/31/11,5,,28.87,0,,,
7/31/11,6,,29.06,2.783,,,
7/31/11,7,,29.71,68.67,,,
7/31/11,8,,30.24,194.1,,,
7/31/11,9,,31.82,373.1,,,
7/31/11,10,,34.5,468.1,,,
7/31/11,11,,35.3,592.8,,,
