date,influent_flow,frw1_outflow,frw2_outflow,frw3_outflow
3/5/16,63.13,28.94,18.21,10.01
3/6/16,62.37,30.71,19.88,12.81
3/7/16,64.39,31.91,21.26,14.56
3/8/16,61.05,28.51,18.3,12.99
3/9/16,59.83,28.04,17.65,13.03
3/10/16,59.32,28.2,18.11,13.21
3/11/16,61.5,28.32,18.95,13.48
3/12/16,61.94,28.05,18.26,13.84
3/13/16,62.36,29.75,19.39,14.29
3/14/16,63.89,30.84,19.99,14.62
3/15/16,72.85,33.04,21.82,15.63
3/16/16,74.3,34.87,22.94,16.52
3/17/16,74.15,35.45,23.58,16.78
3/18/16,71.16,35.11,23.36,16.6
3/19/16,68.87,30.83,19.99,14.19
3/20/16,66.22,32.13,21.53,15.16
3/21/16,71.65,34.07,23.33,16.29
3/22/16,70.53,33.81,22.72,15.81
3/23/16,64.87,30.71,20.47,14.65
3/24/16,64.09,30.37,20.29,14.39
3/25/16,62.61,29.28,19.52,14.16
3/26/16,69.32,29.69,19.96,14.59
3/27/16,75.66,34.54,23.39,17.3
3/28/16,73.68,36.15,24.31,16.87
3/29/16,68.51,34.47,22.86,15.27
3/30/16,72.7,32.11,21.04,14.15
3/31/16,79.07,35.76,24.31,16.27
4/1/16,74.48,36.32,23.97,16.05
4/2/16,75.12,33.81,22.36,14.85
4/3/16,75.37,35.7,23.67,16.34
4/4/16,79.87,38.9,25.86,18.12
4/5/16,79.51,37.17,24.24,17.01
4/6/16,75.4,37.71,24.79,17.62
4/7/16,71.59,33.65,22.25,15.34
4/8/16,70.11,45.33,30.93,22.23
4/9/16,66.43,32.5,19.47,13.58
4/10/16,66.77,31.96,20.5,14.01
4/11/16,138.96,50.09,32.76,25.49
4/12/16,140.09,65.21,37.99,29.44
4/13/16,139.44,63.95,40.18,28.97
4/14/16,138.16,63.15,40.5,29.17
4/15/16,136.94,62.16,39.26,28.25
4/16/16,140,61.58,38.65,27.89
4/17/16,137.42,63.69,40.09,28.81
4/18/16,137.12,63.6,40.51,29.25
4/19/16,136.95,62.37,39.2,28.37
4/20/16,114.36,57.53,36.01,25.84
4/21/16,132.65,54.89,34.08,23.77
4/22/16,137.01,60.99,40.44,28.44
4/23/16,107.86,56.96,36.27,25.04
4/24/16,70,36.72,21.47,14.43
4/25/16,73.98,32.01,20.05,12.84
4/26/16,69.33,31.24,19.47,13.39
4/27/16,65.56,30.88,19.68,13.29
4/28/16,58.9,26.63,16.39,11.16
4/29/16,58.31,26.74,17.13,11.6
4/30/16,55.23,25.64,16.74,11.18
5/1/16,56.06,26.06,16.91,11.69
5/2/16,62.79,29.44,19.16,13.33
5/3/16,64.76,29.36,19.58,13.44
5/4/16,62.29,28.95,18.6,12.44
5/5/16,64.28,28.27,17.79,12.03
5/6/16,61.25,29.47,19.34,13.19
5/7/16,58.51,26.22,16.64,11.68
5/8/16,55.91,27.28,17.41,12.42
5/9/16,60.55,29.1,17.81,13.09
5/10/16,65.02,29.18,17.34,12.66
5/11/16,66.54,31.41,16.58,14.05
5/12/16,71.31,38.4,6.88,18.05
5/13/16,69.43,41.34,5.28,19.13
5/14/16,72.02,37.94,7.86,16.98
5/15/16,67.65,34.54,20.58,14.9
5/16/16,72.53,35.4,23.25,15.9
5/17/16,70.75,33.2,21.39,14.19
5/18/16,68.5,32.74,21.28,14.25
5/19/16,67.89,31.52,20.27,12.86
5/20/16,67.93,31.91,20.68,13.41
5/21/16,73.3,30.58,19.71,13.11
5/22/16,73.71,35.08,22.76,15.38
5/23/16,76.62,36.3,23.35,15.85
5/24/16,63.26,35.02,21.55,14.5
5/25/16,59.95,31.08,16.35,11.54
5/26/16,58.76,30,16.79,10.71
5/27/16,58.92,30.14,17.32,11.5
5/28/16,57.84,29.8,17.05,11.34
5/29/16,50.8,27.88,15.94,10.55
5/30/16,51.17,25.37,14.27,9.8
5/31/16,59.21,28.48,17.14,11.34
6/1/16,59.15,30.05,18.06,11.58
6/2/16,57.04,28.21,16.54,10.7
6/3/16,55.53,27.43,16.1,10.48
6/4/16,56.21,27.74,16.5,10.61
6/5/16,53.38,27.15,15.88,10.42
6/6/16,57.74,27.82,16.52,10.93
6/7/16,53.18,27.01,15.94,10.55
6/8/16,52.03,26.12,15.67,10.11
6/9/16,52.11,24.95,14.98,9.62
6/10/16,54.26,25.95,16.57,10.32
6/11/16,53.39,25.78,16.13,10.14
6/12/16,51.27,25.57,15.83,10.51
6/13/16,54.79,25.88,15.95,10.86
6/14/16,53.36,31.53,19.99,14.05
6/15/16,54.87,33.97,20.2,14.25
6/16/16,54.78,28.73,15.86,12.89
6/17/16,54.67,18.01,11.83,8.81
6/18/16,51.9,20.05,13.22,9.28
6/19/16,51.05,24.21,14.49,9.83
6/20/16,53.19,26.5,12.55,10.89
6/21/16,59.83,31.78,5.7,15.24
6/22/16,63.01,36.65,4.64,17.85
6/23/16,62.2,38.62,4.55,16.3
6/24/16,58.78,36.42,5.16,15.63
6/25/16,57.34,34.46,5.3,14.34
6/26/16,56.15,32.12,5.49,14.97
6/27/16,59.6,33.49,5.42,15.77
6/28/16,60,35.47,4.92,15.93
6/29/16,61.69,34.6,4.45,16.59
6/30/16,62.8,35.83,4.78,17.21
7/1/16,61.01,35.08,5.28,16.33
7/2/16,52.85,32.64,5.1,14.65
7/3/16,50.31,28.81,4.93,12.65
7/4/16,51.69,28,5.02,12.42
7/5/16,55.7,30.18,5.11,13.87
7/6/16,59.2,32.8,5.06,15.27
7/7/16,58.45,32.64,5.05,15.06
7/8/16,58.66,32.75,5.07,15.26
7/9/16,56.65,30.83,5.14,14.07
7/10/16,56.46,32.02,5.06,15.07
7/11/16,63.95,33.58,5.1,16.16
7/12/16,59.72,35.52,5.17,16.95
7/13/16,58.83,33.07,5.2,15.5
7/14/16,62.3,34.33,5.32,16.39
7/15/16,61.33,34.78,5.29,16.36
7/16/16,57.09,31.19,5.26,14.17
7/17/16,58.3,33.25,5.25,15.69
7/18/16,64.23,35.56,5.37,17.17
7/19/16,62.59,36.5,3.22,17.45
7/20/16,62.31,36.64,0.89,16.72
7/21/16,63.31,37.92,3.16,17.19
7/22/16,63.99,36.53,3.84,17.48
7/23/16,59.35,33.22,3.73,15.45
7/24/16,57.92,33.34,3.74,15.83
7/25/16,63.77,35.79,4.22,17.51
7/26/16,61.76,37.39,3.97,17.38
7/27/16,61.33,35.55,3.79,16.04
7/28/16,58.99,35.9,3.69,16.5
7/29/16,61.82,34.25,4.06,16.23
7/30/16,61.46,35.76,3.81,16.98
7/31/16,58.83,35.16,3.12,16.51
8/1/16,61.9259,36.8967,3.1077,17.7926
8/2/16,74.3717,37.4654,3.5392,17.9554
8/3/16,77.7564,46.6525,7.4008,26.7482
8/4/16,67.464,40.17,4.401,17.8084
8/5/16,75.7527,41.8862,4.8759,20.4784
8/6/16,66.6652,41.357,4.5561,18.9172
8/7/16,63.1742,38.4363,4.193,17.7711
8/8/16,65.3578,39.6567,3.8452,19.0682
8/9/16,65.4326,36.7888,4.3759,17.1525
8/10/16,68.6116,40.7332,4.8553,19.5816
8/11/16,72.4501,41.7592,5.09,19.8174
8/12/16,69.3429,43.3132,4.8136,20.4122
8/13/16,66.7072,37.5775,4.5952,16.8578
8/14/16,66.71,40.1563,4.0992,18.8826
8/15/16,73.6978,45.1822,4.2871,21.9941
8/16/16,69.4371,43.5515,4.1725,19.6328
8/17/16,68.8177,41.3146,3.9843,19.1119
8/18/16,71.8097,42.8827,4.8279,20.2754
8/19/16,73.2182,44.3591,5.863,20.9603
8/20/16,69.1097,38.1939,6.0272,17.0995
8/21/16,69.134,40.5807,6.3023,19.7164
8/22/16,73.6346,46.1541,7.9229,22.9552
8/23/16,63.4438,41.5848,6.7122,19.5133
8/24/16,67.7721,38.5783,7.2289,18.7612
8/25/16,67.2137,43.732,5.9216,19.1508
8/26/16,65.5446,38.7292,5.8178,18.1704
8/27/16,63.2063,33.6659,5.9214,15.9321
8/28/16,63.2786,35.7284,5.8385,17.3754
8/29/16,66.9077,39.0366,6.9199,17.8683
8/30/16,71.466,37.3884,12.8098,12.8007
8/31/16,68.2682,39.8976,13.7512,13.5126
9/1/16,66.2243,36.2022,13.1688,11.9287
9/2/16,65.8612,37.0172,13.5872,12.3251
9/3/16,59.502,32.626,10.9308,10.7109
9/4/16,51.8954,31.0068,10.4853,10.4176
9/5/16,57.9863,28.943,9.618,9.6832
9/6/16,67.8246,36.6694,12.8181,13.3418
9/7/16,67.3312,38.3176,14.1847,13.3213
9/8/16,72.0331,37.2218,13.1474,12.7287
9/9/16,92.8332,46.8397,16.4393,16.7202
9/10/16,87.4398,48.4951,16.4246,16.5466
9/11/16,82.6362,45.997,15.4905,16.6184
9/12/16,95.1928,51.386,17.984,19.6851
9/13/16,91.7526,52.1329,18.4102,19.6957
9/14/16,87.693,50.0615,16.9503,18.8153
9/15/16,74.9514,44.2385,15.3949,16.2761
9/16/16,67.4376,39.5756,13.3658,14.6619
9/17/16,70.0248,36.015,12.083,13.4881
9/18/16,68.5425,38.3735,13.0462,14.4955
9/19/16,76.9286,42.647,15.1421,16.3793
9/20/16,98.5268,47.4916,20.459,19.3959
9/21/16,103.3222,49.0855,29.5412,21.9838
9/22/16,103.6442,49.3754,30.6735,21.5484
9/23/16,93.6043,47.6849,28.1817,19.4862
9/24/16,71.2206,35.6679,22.1865,14.2051
9/25/16,69.0648,32.6577,20.8395,13.4256
9/26/16,73.0568,36.1125,24.0245,15.2612
9/27/16,71.9085,32.774,21.2806,13.5568
9/28/16,76.6862,35.386,23.2868,14.8384
9/29/16,74.7943,35.5695,23.3407,14.6762
9/30/16,74.6601,35.824,22.4931,14.7912
10/1/16,75.4774,33.3019,20.2523,13.6235
10/2/16,74.9212,35.9862,23.2833,15.3287
10/3/16,75.4879,37.6507,23.2381,15.6246
10/4/16,73.5796,33.4435,21.1916,15.1285
10/5/16,74.1508,29.5376,22.0979,20.868
10/6/16,74.2105,29.3297,21.7289,20.9035
10/7/16,75.4697,31.9198,23.0218,22.1225
10/8/16,78.7264,29.1977,21.5627,21.6185
10/9/16,71.2932,28.3759,20.9238,21.3809
10/10/16,137.668,43.2928,32.8431,35.0888
10/11/16,137.2499,54.2996,37.0493,38.4944
10/12/16,137.4296,53.6118,36.3104,37.9655
10/13/16,137.486,54.2867,36.1877,37.9696
10/14/16,137.8099,54.1407,36.0397,38.0877
10/15/16,136.2204,53.0657,35.0137,37.1143
10/16/16,136.402,53.9174,35.3265,37.1971
10/17/16,139.9755,56.8744,37.1178,39.1495
10/18/16,131.8655,54.0531,35.6221,37.4255
10/19/16,115.4092,45.692,29.7396,31.4971
10/20/16,133.9273,51.6171,34.3747,36.7346
10/21/16,135.5801,53.0163,35.2233,37.2492
10/22/16,121.4629,50.875,33.2669,35.0436
10/23/16,84.1418,39.8531,26.103,27.0616
10/24/16,85.8345,34.7897,24.7605,25.4172
10/25/16,80.2228,32.3068,22.0829,23.4629
10/26/16,75.011,30.8948,20.0138,19.3088
10/27/16,75.5469,35.6092,20.5299,14.0664
10/28/16,73.3458,35.0841,20.2435,13.7091
10/29/16,71.7009,32.9581,18.1401,12.6959
10/30/16,71.1218,34.2298,19.5676,13.3661
10/31/16,72.725,36.3901,20.9525,14.5102
11/1/16,71.3594,32.5209,18.3338,12.8475
11/2/16,71.0309,34.8032,19.3782,13.6692
11/3/16,70.6599,34.7661,20.6586,13.632
11/4/16,92.874,39.1557,22.8603,16.0519
11/5/16,106.1258,49.6936,28.0217,19.9865
11/6/16,104.0571,51.0548,27.6168,19.547
11/7/16,109.295,55.5793,29.894,21.3728
11/8/16,103.9422,52.4289,28.0776,19.7441
11/9/16,102.3625,50.7722,27.2146,19.2084
11/10/16,101.3491,50.2511,26.9035,19.1266
11/11/16,103.0283,49.5233,26.8327,18.9817
11/12/16,101.9584,49.6799,26.7224,18.6959
11/13/16,101.0757,49.6939,26.4852,18.7587
11/14/16,109.9075,54.5524,29.2265,20.9388
11/15/16,106.322,54.3761,28.5755,20.2498
11/16/16,103.6808,51.7845,28.682,19.4168
11/17/16,101.4402,50.6079,26.7241,18.9747
11/18/16,77.5532,47.6576,24.622,17.4912
11/19/16,56.1045,26.6639,13.1408,9.4397
11/20/16,55.6196,26.7714,14.9112,10.1731
11/21/16,64.6875,31.4995,17.8524,12.1559
11/22/16,59.4397,27.2501,16.6075,11.5172
11/23/16,59.3136,23.5414,14.6912,10.4364
11/24/16,60.8567,24.5192,15.6857,11.1355
11/25/16,40.6483,20.733,12.6877,9.4311
11/26/16,52.256,20.8296,12.4354,8.656
11/27/16,65.9261,27.8203,15.9487,11.4413
11/28/16,77.0606,37.8295,22.5787,15.8028
11/29/16,76.4666,37.5252,20.9712,14.9371
11/30/16,76.8172,38.477,21.5024,15.5251
12/1/16,74.7143,36.9392,22.6059,15.9263
12/2/16,72.117,40.0774,21.027,14.4275
12/3/16,75.3931,39.7285,18.8368,13.6146
12/4/16,75.5518,43.0836,20.1785,15.0714
12/5/16,80.4834,47.4631,23.2646,16.7325
12/6/16,71.1533,43.4907,20.5951,14.4669
12/7/16,72.1403,41.7161,20.1809,14.4019
12/8/16,70.1645,40.4709,19.0477,14.3119
12/9/16,73.8935,41.7262,18.6645,15.164
12/10/16,73.4972,39.632,18.7452,14.1327
12/11/16,72.8156,40.4922,19.7587,14.7795
12/12/16,72.437,42.0262,21.0186,15.7263
12/13/16,73.0782,39.6697,19.8023,14.5467
12/14/16,71.6943,39.2955,19.7011,14.5271
12/15/16,71.6018,38.9803,20.339,14.5693
12/16/16,70.3629,37.9533,19.3894,14.0351
12/17/16,74.3457,36.69,18.4699,13.7148
12/18/16,73.1239,39.1115,20.1902,15.1886
12/19/16,74.76,40.7219,21.3642,16.0121
12/20/16,71.6349,38.9136,20.3415,14.8469
12/21/16,70.1881,37.3534,20.308,14.1919
12/22/16,93.1828,44.6977,25.7558,18.3193
12/23/16,77.8523,44.5835,24.1589,16.9757
12/24/16,80.9305,39.6616,22.5297,15.7048
12/25/16,61.8165,39.01,20.7592,15.3194
12/26/16,73.3334,32.5894,17.4272,12.7877
12/27/16,80.2337,41.1894,22.6231,16.2039
12/28/16,79.4255,41.4322,23.0942,15.4867
12/29/16,82.3827,42.5026,23.13,15.9399
12/30/16,79.8527,41.5464,22.7075,15.3253
12/31/16,84.5691,41.8239,8.4691,15.6513
1/1/17,72.3908,42.0698,0,15.4236
1/2/17,76.7737,37.9908,0,14.3677
1/3/17,92.0384,43.1887,0,17.0439
1/4/17,94.8927,54.1551,0,21.2735
1/5/17,88.9473,49.7455,0,17.5329
1/6/17,92.5125,55.5357,0,19.401
1/7/17,88.1603,45.4247,0,16.6691
1/8/17,86.1556,45.0618,0,16.7447
1/9/17,88.5338,55.3536,0,19.7684
1/10/17,77.3845,45.7027,0,15.3073
1/11/17,76.8485,41.9305,0,15.0686
1/12/17,80.4018,42.4832,0,15.7803
1/13/17,77.4715,42.5346,7.2323,15.4766
1/14/17,76.3411,38.9137,20.7897,14.2079
1/15/17,74.0806,41.0355,21.9642,14.9385
1/16/17,78.5095,40.9832,21.574,15.219
1/17/17,78.8111,45.2249,25.2371,17.4164
1/18/17,76.0167,41.0093,20.7929,14.8713
1/19/17,74.2881,42.6915,25.3339,17.8181
1/20/17,80.6568,42.8945,23.1471,15.7028
1/21/17,102.9043,53.9352,26.9715,19.4945
1/22/17,93.0791,52.6901,25.8254,18.2168
1/23/17,94.3666,56.016,28.1072,19.6792
1/24/17,91.1541,51.9122,24.6055,17.9913
1/25/17,93.2526,51.8011,24.5892,18.2681
1/26/17,89.7922,51.842,24.1112,17.8404
1/27/17,88.013,49.7941,24.428,17.3916
1/28/17,85.4407,45.9318,21.5614,15.8774
1/29/17,84.4026,48.3924,22.678,16.4466
1/30/17,77.0904,48.5833,22.2796,16.3877
1/31/17,73.8507,41.5736,19.2689,14.0774
2/1/17,74.9077,40.9997,19.1959,14.2395
2/2/17,74.6124,37.5091,16.5415,26.2622
2/3/17,76.6159,20.1653,6.7695,50.2868
2/4/17,81.6685,18.6211,6.2536,52.8042
2/5/17,79.8777,18.6661,7.1597,58.5812
2/6/17,75.6907,18.5391,7.8242,60.5615
2/7/17,76.5525,18.2977,5.5084,50.6573
2/8/17,74.8535,18.1077,13.5998,37.5842
2/9/17,73.6123,18.7289,33.6771,10.3092
2/10/17,77.5848,18.1712,43.7875,13.7226
2/11/17,75.472,18.0218,41.7711,13.8073
2/12/17,72.5814,18.2086,42.6606,14.1751
2/13/17,72.2676,18.6225,45.964,14.1835
2/14/17,68.5045,17.2909,39.2112,12.6249
2/15/17,69.3226,17.1265,37.889,12.1013
2/16/17,71.9483,17.1413,40.3413,13.361
2/17/17,72.0829,24.0174,30.774,11.9268
2/18/17,72.5994,38.4438,20.6443,14.8714
2/19/17,80.8124,44.8035,23.8193,17.9731
2/20/17,81.603,43.6134,22.3465,16.6227
2/21/17,81.4392,47.0621,23.8118,18.0269
2/22/17,77.2462,44.5459,21.6331,16.4967
2/23/17,76.9606,45.5801,21.2983,16.2017
2/24/17,73.603,45.076,21.8074,16.1797
2/25/17,73.3874,40.2211,19.095,13.3082
2/26/17,72.4348,41.2937,21.3867,13.9814
2/27/17,78.9654,44.9403,23.7505,16.3981
2/28/17,93.8488,51.341,26.9377,20.2113
3/1/17,81.0094,48.7233,25.185,17.6985
3/2/17,77.9206,44.5794,23.2555,16.0866
3/3/17,76.3236,43.8261,22.9246,16.5216
3/4/17,76.5754,40.3568,21.2332,15.1163
3/5/17,68.5183,39.884,20.9686,15.6476
3/6/17,73.8796,42.0186,22.4855,15.8236
3/7/17,83.855,44.2341,23.4628,16.6741
3/8/17,82.6704,46.4854,24.3194,17.187
3/9/17,78.5947,45.0464,23.565,16.5774
3/10/17,80.2724,44.6197,23.3448,16.3637
3/11/17,76.928,42.7822,22.3327,15.7553
3/12/17,69.2725,40.0385,20.8141,14.8217
3/13/17,74.4624,41.5295,21.7161,15.2207
3/14/17,75.8669,42.5695,21.9651,15.2692
3/15/17,76.4337,42.6536,22.0012,15.7704
3/16/17,74.3979,42.2953,21.7589,15.2924
3/17/17,74.7751,42.0653,21.6061,15.2168
3/18/17,73.5283,38.8042,19.8449,13.9944
3/19/17,72.2758,41.0378,21.058,14.8306
3/20/17,75.4591,43.6909,22.3617,15.8383
3/21/17,75.2616,42.2404,21.644,15.892
3/22/17,74.3757,42.0012,21.6519,16.3443
3/23/17,72.0724,40.9297,21.191,16.1009
3/24/17,71.3179,34.0195,20.4564,14.9186
3/25/17,70.0633,34.5117,19.2326,14.6182
3/26/17,71.1554,37.1787,20.4841,15.6385
3/27/17,76.5374,40.5361,22.2269,16.9908
3/28/17,75.3614,35.5402,22.2376,17.0151
3/29/17,74.9556,36.1891,20.7092,15.5483
3/30/17,74.7898,38.3963,21.8162,16.6458
3/31/17,71.1215,35.8067,20.0426,15.2785
4/1/17,70.3136,33.5225,18.7466,14.3157
4/2/17,68.379,35.3572,19.8317,15.2642
4/3/17,76.7018,39.4816,22.1511,16.96
4/4/17,72.3687,28.1289,20.9512,15.9789
4/5/17,89.8825,33.9843,22.8582,17.272
4/6/17,67.3535,36.2974,21.8222,16.5605
4/7/17,65.9062,31.9772,16.2648,12.9359
4/8/17,66.9087,38.1137,10.1999,10.6222
4/9/17,66.0985,34.9067,25.5372,10.0646
4/10/17,137.888,41.6221,53.3384,13.3938
4/11/17,136.3824,54.9857,52.235,16.8583
4/12/17,136.9708,83.7742,22.1644,22.7669
4/13/17,139.5784,52.3297,21.6273,22.8701
4/14/17,136.4157,54.9208,19.3923,18.2819
4/15/17,136.3472,59.1154,18.68,17.4172
4/16/17,135.4069,54.7697,18.7928,17.7675
4/17/17,115.7726,67.5354,17.5039,16.8023
4/18/17,134.0472,88.1045,17.3211,16.266
4/19/17,128.7517,70.7658,18.758,17.6037
4/20/17,123.3825,83.2417,16.6012,16.3885
4/21/17,125.4764,73.4093,24.0731,20.159
4/22/17,130.2553,65.9429,34.625,24.9511
4/23/17,78.0494,53.8109,27.9443,20.4176
4/24/17,64.2223,35.5503,19.0405,13.85
4/25/17,59.7997,16.9935,10.9762,12.1425
4/26/17,64.2228,21.3827,16.1093,12.0156
4/27/17,59.0534,28.1204,14.7669,11.8717
4/28/17,56.1212,28.2889,14.6133,10.9821
4/29/17,58.1897,26.7826,14.2412,10.6246
4/30/17,58.6062,28.8816,16.0669,11.3817
5/1/17,61.4948,32.4424,18.0882,11.0375
5/2/17,68.0685,30.8969,16.1332,10.9991
5/3/17,58.0063,30.1576,16.294,10.8697
5/4/17,60.1052,29.154,15.8946,11.1566
5/5/17,60.3347,28.7894,15.8982,11.792
5/6/17,61.7892,27.5418,15.5036,11.6547
5/7/17,59.9096,28.8456,16.6993,12.2762
5/8/17,62.9029,30.9298,18.1998,13.3829
5/9/17,61.3645,29.9945,17.8321,13.7042
5/10/17,62.8778,29.3631,17.1101,12.7271
5/11/17,66.1936,31.1121,17.1768,12.9685
5/12/17,78.4702,37.5042,21.2188,15.404
5/13/17,81.2676,35.4964,23.2645,15.7201
5/14/17,82.204,38.6209,25.7809,16.9481
5/15/17,87.2796,47.8196,31.6836,20.0584
5/16/17,87.0374,42.9256,29.0608,18.5281
5/17/17,86.2734,39.9551,27.2247,18.4433
5/18/17,80.9195,38.552,21.7494,16.9929
5/19/17,77.6635,37.2147,21.5022,16.231
5/20/17,66.0705,34.2058,18.9244,14.7875
5/21/17,60.9299,31.7481,17.9798,13.7061
5/22/17,63.3486,30.2478,15.9901,12.8075
5/23/17,63.9638,33.6009,17.3563,13.0698
5/24/17,60.9519,32.4266,15.9549,12.9569
5/25/17,64.7051,26.9638,15.628,12.4617
5/26/17,64.8187,31.4924,18.1686,14.1839
5/27/17,59.2835,28.7297,15.7881,12.7104
5/28/17,52.5563,27.9279,15.9299,12.3384
5/29/17,55.6934,24.6905,13.8148,11.1792
5/30/17,61.8193,29.5906,17.6125,13.1195
5/31/17,65.6181,29.5334,17.3805,13.9514
6/1/17,63.545,31.1881,18.827,14.503
6/2/17,61.3973,29.8608,16.5752,13.231
6/3/17,57.705,26.4716,14.2693,11.4984
6/4/17,55.486,26.6529,14.7747,11.4333
6/5/17,57.5472,27.4905,15.6342,12.2578
6/6/17,54.187,26.2703,14.7575,12.0289
6/7/17,55.4902,25.0247,13.8988,11.1534
6/8/17,55.6679,26.914,15.3368,12.4175
6/9/17,58.6006,25.7765,14.6873,11.9603
6/10/17,56.5092,26.7614,15.3303,12.9435
6/11/17,52.8516,25.3861,14.2904,12.3753
6/12/17,58.6577,27.34,15.8521,13.0643
6/13/17,56.0022,27.2925,15.8276,12.8201
6/14/17,57.626,26.5341,14.9241,12.2344
6/15/17,62.3259,28.8946,16.8004,13.3442
6/16/17,58.3925,28.8321,16.4172,13.5235
6/17/17,56.7963,26.5344,14.7772,11.966
6/18/17,55.1872,26.9303,15.3362,12.3482
6/19/17,62.8019,27.4089,15.9483,12.7852
6/20/17,67.3637,32.9346,19.7174,15.7177
6/21/17,57.6745,30.2156,16.6034,14.7006
6/22/17,58.3474,27.3942,15.1593,13.1536
6/23/17,60.9888,28.0183,16.7024,13.6596
6/24/17,59.5255,28.1242,15.9819,13.1794
6/25/17,58.8556,28.8938,16.399,12.9208
6/26/17,65.1481,31.0271,18.1769,14.3752
6/27/17,60.4911,31.3248,17.6452,15.0621
6/28/17,63.1012,28.4214,16.224,13.8291
6/29/17,63.1261,31.1178,18.5472,15.1772
6/30/17,60.1537,29.5088,16.944,14.2198
7/1/17,56.3553,26.8986,15.0415,13.1128
7/2/17,52.363,26.892,15.2844,12.8755
7/3/17,55.6639,26.8111,15.2714,12.7099
7/4/17,54.0243,26.9414,14.4891,12.5796
7/5/17,53.1097,25.7946,14.6288,12.3578
7/6/17,58.1674,27.4858,15.9702,11.5185
7/7/17,58.154,28.6122,15.2923,11.1315
7/8/17,57.606,26.3698,15.2731,11.0524
7/9/17,60.4236,28.8302,16.5485,11.7195
7/10/17,72.3331,35.0704,20.3732,14.8105
7/11/17,65.1862,33.8925,19.4822,14.8586
7/12/17,62.2048,29.9878,18.0287,12.9363
7/13/17,63.5597,28.793,17.2246,12.7341
7/14/17,62.3416,29.4738,18.1398,13.1704
7/15/17,58.4102,27.1405,16.1438,11.9383
7/16/17,59.3322,27.8239,16.8252,12.2904
7/17/17,77.1777,37.0528,22.6808,15.9693
7/18/17,67.5097,34.8033,20.6203,15.5129
7/19/17,66.794,31.2438,18.9505,14.277
7/20/17,63.6863,30.3748,17.9518,13.4613
7/21/17,62.7535,29.9611,17.6894,13.2406
7/22/17,60.8697,31.1088,16.7174,12.887
7/23/17,59.9002,28.6501,17.2921,12.748
7/24/17,83.4256,35.7672,24.1496,16.656
7/25/17,76.018,41.9005,25.6643,18.4935
7/26/17,64.4806,33.5766,18.7369,14.2582
7/27/17,67.2197,29.9975,20.8874,17.4269
7/28/17,78.1615,26.4508,23.7741,22.3639
7/29/17,87.2285,26.3636,33.5564,30.5137
7/30/17,70.1759,24.7936,26.3507,23.5178
7/31/17,66.9092,28.1687,23.0715,21.3523
8/1/17,67.5432,38.2702,22.2255,20.4269
8/2/17,71.3167,40.7842,23.1221,21.612
8/3/17,70.5047,39.5709,23.3275,21.2252
8/4/17,77.989,35.6471,27.6145,24.7715
8/5/17,67.5154,35.0211,22.2536,19.3572
8/6/17,63.5417,36.8834,20.3015,17.7653
8/7/17,66.0978,37.6389,22.6165,20.0247
8/8/17,61.6805,34.4756,21.6297,18.9557
8/9/17,62.5095,25.0747,21.9182,19.2746
8/10/17,63.0349,31.5813,17.4365,12.6734
8/11/17,64.4186,37.527,17.7129,12.6204
8/12/17,65.6431,39.1044,18.8422,13.8681
8/13/17,75.6675,42.1939,21.3206,15.5257
8/14/17,70.8476,47.6473,21.8494,15.733
8/15/17,64.8679,39.209,18.6571,13.1418
8/16/17,64.0647,35.6423,17.5062,12.4998
8/17/17,65.203,34.8417,17.5543,12.5061
8/18/17,66.6816,37.0432,19.1124,13.3317
8/19/17,62.6937,34.3561,16.7706,12.6623
8/20/17,63.0203,35.1999,17.8045,12.7109
8/21/17,66.7416,45.1494,20.8806,14.2039
8/22/17,64.6942,56.7916,18.0896,12.9189
8/23/17,68.344,50.3953,18.1755,13.0798
8/24/17,70.5235,40.5046,21.0724,14.4867
8/25/17,69.1206,38.2981,19.7182,13.6204
8/26/17,67.7574,39.4753,18.3885,12.8428
8/27/17,62.9078,41.4101,18.7623,12.688
8/28/17,67.8775,44.7456,19.6779,13.8875
8/29/17,64.573,40.9769,17.9949,12.8569
8/30/17,65.3519,41.7258,17.556,12.4267
8/31/17,66.6812,38.4713,18.1891,12.813
9/1/17,57.9265,39.4258,18.6487,12.9549
9/2/17,58.004,34.5473,15.5708,11.1733
9/3/17,55.3564,36.3866,17.3278,11.9158
9/4/17,61.3316,34.6048,16.1188,11.1442
9/5/17,64.3645,41.6411,20.708,13.1609
9/6/17,62.2377,38.7386,17.8054,12.0397
9/7/17,61.5703,37.6566,17.6366,11.6247
9/8/17,60.5569,39.3615,18.8349,12.5464
9/9/17,60.3005,35.0159,15.9921,11.2587
9/10/17,63.5777,37.9087,18.1711,12.0674
9/11/17,65.9237,41.5545,20.5587,12.9474
9/12/17,64.2767,38.906,18.2619,12.7406
9/13/17,62.4949,36.5307,17.3714,12.4761
9/14/17,62.2042,35.9655,17.2932,12.6986
9/15/17,60.6228,35.8441,17.3266,12.6871
9/16/17,62.7334,34.5317,16.4403,11.8593
9/17/17,62.4756,37.0939,18.374,12.5129
9/18/17,67.3658,40.2571,20.5437,13.943
9/19/17,66.3474,39.4058,18.9635,13.7882
9/20/17,67.2512,39.0437,19.0988,13.7031
9/21/17,63.7534,37.733,18.4924,13.4521
9/22/17,65.8579,36.6799,17.7598,13.4638
